id_jogo,nm_jogo,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes,cluster
26236,Paraíso dos Dinossauros,2020,2022.0,2,5.0,45,10,216,42,6,120,229,12,2,8.14,67,1
26577,Àiyé,2023,2023.0,2,4.0,60,12,268,45,17,198,453,2,0,8.14,126,1
22736,Rush M.D.,2020,2023.0,1,4.0,45,12,443,54,22,220,386,6,1,8.14,116,1
20106,Só Uma,2018,2019.0,3,7.0,20,8,1657,93,98,954,2007,1,1,8.14,732,1
68220,Saltfjord,2024,2025.0,1,4.0,90,14,134,14,1,291,214,9,1,8.14,58,1
16390,Exploding Kittens: Para a Galera,2017,2021.0,2,10.0,20,7,2164,102,110,567,1647,4,2,8.13,775,1
11230,Citadels (2ª Edição),2016,2019.0,2,8.0,60,10,1198,196,105,794,1518,9,1,8.13,610,1
80046,Hot Streak,2025,2026.0,2,9.0,20,6,453,11,18,486,682,3,1,8.13,158,1
24718,Under Falling Skies,2020,2021.0,1,1.0,40,8,484,120,30,387,325,11,2,8.13,207,1
54490,Micélio ,2024,2024.0,1,4.0,90,10,409,36,30,575,710,7,2,8.13,142,1
57636,Dez Pragas do Egito,2025,2025.0,1,4.0,90,12,93,6,3,106,93,4,1,9.21,47,1
52355,Speakeasy,2026,2026.0,1,4.0,180,14,109,1,21,557,195,4,0,9.2,54,1
42463,Cthulhu: Death May Die - Medo do Desconhecido,2024,2025.0,1,5.0,90,14,434,25,48,414,275,6,2,9.2,124,1
66889,Gatos de Ulthar,2024,2024.0,1,4.0,15,4,58,1,49,83,65,2,2,9.18,71,1
65928,Café da Tarde,2025,2025.0,3,6.0,20,5,135,6,8,66,143,8,2,9.18,50,1
66523,Cuco!,2025,2025.0,1,4.0,30,10,30,2,3,22,26,1,2,9.16,16,1
32773,Medusa Oschophoria,2022,2022.0,2,4.0,90,14,28,5,8,48,32,6,0,9.01,16,1
51130,Railways of the World (10th Anniversary Edition),2020,2021.0,2,6.0,120,10,51,7,9,53,80,12,0,9.01,18,1
18931,On Mars,2020,2020.0,1,4.0,180,14,565,120,109,1200,928,15,0,9.0,366,1
404,Terra Mystica,2012,2016.0,2,5.0,100,14,3378,839,1133,3801,5214,10,1,9.0,2823,0
25941,Duna: Imperium,2020,2022.0,1,4.0,120,14,2209,315,437,1998,3575,13,0,8.99,1312,0
39229,Endeavor: Mar Profundo,2024,2025.0,1,4.0,120,10,711,54,87,1047,1165,10,0,8.99,318,1
44754,Marvel United: Multiverse,2024,2025.0,1,5.0,40,14,579,19,23,217,207,5,1,8.86,85,1
22457,Return to Dark Tower,2022,2024.0,1,4.0,120,10,152,19,24,517,219,12,2,8.86,73,1
66730,Unmatched: Fundas e Flechas,2024,2026.0,2,4.0,40,9,261,12,14,133,197,7,1,8.86,62,1
18756,Cthulhu: Death May Die,2019,2020.0,1,5.0,100,14,991,153,194,1534,975,4,2,8.85,452,1
77068,Drag Slay,2026,2026.0,2,6.0,10,16,174,3,5,109,222,5,3,8.85,117,1
34534,Final Girl,2021,2025.0,1,1.0,45,14,895,55,72,641,431,6,1,8.85,217,1
15490,Nemesis,2018,2020.0,1,5.0,180,12,1412,242,354,2316,2060,9,1,8.85,895,0
11425,Um Banquete a Odin,2016,2018.0,1,4.0,120,12,1647,449,334,2390,2257,9,1,8.85,1103,0
60936,Ozob: A Cyberpunk Board Game,2024,2026.0,1,4.0,120,12,188,2,31,350,47,9,1,8.85,35,1
26322,Merlin: Big Box,2020,2022.0,2,4.0,120,14,101,16,8,133,133,5,1,8.84,45,1
77468,O Senhor dos Anéis: Sina da Sociedade,2025,2025.0,1,5.0,150,14,785,38,87,1194,769,6,0,8.84,238,1
10168,Great Western Trail,2016,2017.0,2,4.0,150,12,1768,604,394,1570,2945,6,0,8.84,1555,0
6257,Campos de Arle,2014,2024.0,1,2.0,90,14,598,59,44,714,451,8,0,8.84,192,1
503,Twilight Struggle,2005,2016.0,2,2.0,180,13,2757,578,396,1932,2041,11,1,8.83,1369,0
20418,Wingspan,2019,2019.0,1,5.0,60,14,5287,607,927,4050,6938,9,0,8.83,3029,0
44277,Destemidos: Batalha da Grã-Bretanha,2023,2026.0,2,2.0,60,14,127,3,5,163,43,5,1,8.83,24,1
48,Puerto Rico,2002,2015.0,2,5.0,90,12,5627,1125,1007,2647,6564,7,0,8.83,3662,0
63782,Santa Kaos - Versão Deluxe,2023,2023.0,2,4.0,60,10,95,6,5,25,101,6,2,8.83,27,1
50702,Zombicide: White Death,2025,2026.0,1,6.0,180,14,245,6,14,311,80,9,2,8.83,38,1
23515,Zombicide: Segunda Edição,2021,2021.0,1,6.0,60,14,2317,207,348,1941,1882,8,2,8.82,949,1
35979,Achô!,2022,2022.0,2,6.0,15,3,123,5,6,46,43,6,1,8.82,30,1
24244,Dark Ages: Holy Roman Empire,2021,2023.0,1,4.0,180,14,73,15,12,183,138,10,2,8.82,36,1
37047,Heat: Pedal to the Metal,2022,2024.0,1,6.0,60,10,2760,141,368,2259,3964,8,0,8.82,1264,0
19261,Blood on the Clocktower,2022,2026.0,5,20.0,120,13,72,3,47,848,179,10,1,8.82,76,1
26632,Darwin's Journey,2023,2024.0,1,4.0,120,14,825,71,70,873,1329,8,0,8.81,386,1
18993,Barrage,2019,2021.0,1,4.0,120,14,1338,239,213,1132,1909,10,0,8.79,765,1
23136,Backstabbers,2025,2025.0,3,8.0,45,16,186,8,18,170,218,2,1,8.79,117,1
26282,Yokohama: Deluxe Edition,2016,2017.0,2,4.0,90,12,75,16,13,77,180,9,0,8.79,48,1
51377,Sky Team,2023,2024.0,2,2.0,15,14,2539,142,162,1373,2321,5,1,8.78,906,1
69095,Suspeição,2025,2025.0,3,6.0,30,12,65,4,3,29,64,2,2,8.78,32,1
25895,As Ruínas Perdidas de Arnak,2020,2021.0,1,4.0,120,12,2406,288,415,2486,3851,9,0,8.78,1429,0
7038,El Grande: Big Box,2015,2021.0,2,5.0,90,12,634,125,94,887,1073,6,0,8.78,446,1
35051,Revive,2022,2024.0,1,4.0,120,14,883,123,129,1115,1575,6,1,8.78,465,1
22473,Unmatched: Robin Hood vs. Pé-Grande,2019,2023.0,2,2.0,20,9,432,51,23,246,357,3,3,8.78,130,1
32656,Power Grid: Versão Energizada,2019,2019.0,2,6.0,120,12,1508,139,87,536,1480,9,0,8.68,545,1
134,Trajan,2011,2017.0,2,4.0,120,12,1275,362,209,1131,2010,6,0,8.67,1023,1
62546,Men-Nefer,2024,2026.0,1,4.0,120,14,174,10,11,278,278,5,0,8.67,66,1
81993,O Senhor dos Anéis: As Duas Torres - O Jogo de Vaza,2026,2026.0,1,4.0,20,10,446,3,7,158,63,4,2,8.67,25,1
37052,Marvel Zombies: Heroes' Resistance,2022,2023.0,1,4.0,60,14,358,46,25,317,233,14,2,8.67,112,1
39037,Splendor Duel,2022,2022.0,2,2.0,30,10,1587,106,138,903,1781,4,1,8.67,687,1
23140,Azul: Pavilhão de Verão,2019,2020.0,2,4.0,45,10,1666,219,152,1084,2194,6,2,8.59,889,1
73932,Hitster: Lado B,2023,2026.0,2,10.0,30,16,411,2,8,175,377,1,3,8.59,90,1
19358,Arkham Horror (3ª Edição),2018,2019.0,1,6.0,180,14,1122,173,175,1062,911,6,1,8.59,472,1
33938,Marvel Zombies,2023,2023.0,1,6.0,60,14,455,52,47,507,329,6,2,8.58,145,1
78727,Santuário,2025,2025.0,1,5.0,100,12,327,13,14,319,513,8,0,8.58,115,1
24473,Destemidos: Norte da África,2020,2023.0,2,2.0,60,14,421,61,18,369,204,7,1,8.58,94,1
59666,Tiny Epic Cthulhu,2024,2026.0,1,4.0,45,14,231,5,5,251,85,8,0,8.58,37,1
422,Tzolk'in: O Calendário Maia,2012,2018.0,2,4.0,90,13,1853,383,235,1460,2830,5,0,8.58,1257,0
10799,Ticket to Ride: Trilhos e Velas,2016,2019.0,2,5.0,90,10,469,60,50,575,534,4,0,8.58,221,1
60387,"Algae, Inc.",2024,2025.0,1,4.0,120,14,86,11,3,101,81,4,0,8.58,19,1
35661,Arcs: Conflito e Colapso no Vértice,2024,2025.0,2,4.0,90,14,1048,76,102,939,1279,10,2,8.52,375,1
20580,Paladinos do Reino Ocidental,2019,2019.0,1,4.0,120,12,899,225,93,759,1158,6,0,8.51,501,1
32813,Bitoku,2021,2022.0,1,4.0,120,12,598,119,61,708,905,8,1,8.51,276,1
54495,Forest Shuffle,2023,2025.0,2,5.0,60,10,1757,86,173,1341,2571,8,1,8.51,698,1
63548,Flamecraft - Edição Deluxe,2022,2022.0,1,5.0,60,10,169,11,17,225,256,5,1,8.5,57,1
32087,Lords of Ragnarok,2023,2024.0,1,4.0,120,14,296,33,19,385,245,7,2,8.5,106,1
13008,Ilha dos Dinossauros,2017,2019.0,1,4.0,120,10,958,316,103,961,1431,12,0,8.5,642,1
23093,Vela,2019,2019.0,2,6.0,90,14,87,21,24,297,124,11,0,8.5,68,1
7740,Carson City: Big Box,2015,2024.0,1,6.0,180,12,300,84,42,418,659,5,0,8.5,239,1
32279,Distilled,2023,2023.0,1,5.0,150,14,1123,199,91,635,1720,5,0,8.5,528,1
74039,Ethnos (2ª Edição),2025,2025.0,1,6.0,60,14,404,13,28,407,546,4,4,8.5,152,1
14305,Pandemic Legacy: 2ª Temporada,2017,2018.0,2,4.0,60,14,464,92,27,351,318,4,0,8.5,155,1
41869,Ierusalem: Anno Domini,2023,2023.0,1,4.0,90,12,460,68,36,422,567,3,0,8.5,191,1
55575,Stupor Mundi,2025,2025.0,1,4.0,150,12,293,23,17,292,477,5,1,8.5,132,1
16406,Portal,2023,2023.0,2,4.0,55,14,33,3,2,38,29,2,0,8.5,30,1
52395,Ascension: Edição de 10º Aniversário,2022,2024.0,1,4.0,30,13,650,71,60,381,963,4,1,8.49,286,1
18404,Cidades Submersas,2018,2019.0,1,4.0,150,12,894,248,96,821,1288,9,0,8.49,563,1
12114,Dominion (Segunda Edição),2016,2017.0,2,4.0,30,14,948,219,173,1128,1674,5,1,8.49,702,1
6445,Alquimistas,2014,2015.0,2,4.0,120,13,1818,412,346,1353,2505,12,1,8.49,1267,0
11538,Rising Sun,2018,2018.0,3,5.0,120,13,1657,376,292,1698,2343,17,2,8.48,1091,0
63382,Survive: The Island,2024,2024.0,2,5.0,45,8,2577,118,177,1246,2969,9,0,8.48,970,1
42672,Star Wars: The Deckbuilding Game,2023,2023.0,2,2.0,30,12,964,96,76,485,994,2,1,8.48,394,1
55135,Gloomhaven: Botões & Bichinhos,2024,2026.0,1,1.0,30,14,908,83,29,338,289,10,3,8.48,169,1
14986,Endeavor: Age of Sail,2018,2018.0,2,5.0,90,13,492,189,55,524,1036,5,0,8.48,405,1
7438,Cidades Sombrias: Salem 1692,2015,2020.0,4,12.0,35,12,866,58,104,751,792,4,1,8.48,301,1
77970,Busão,2026,2026.0,2,6.0,30,12,133,7,1,39,105,6,4,8.48,31,1
9172,Sword & Sorcery: Espíritos Imortais,2017,2018.0,1,5.0,90,14,681,272,110,1046,513,9,2,8.48,331,1
84816,Sagrada (Remastered),2026,2026.0,1,4.0,45,14,130,1,4,99,107,10,3,8.47,34,1
23683,Splendor: Marvel,2020,2021.0,2,4.0,40,12,1758,150,139,655,2118,7,3,8.47,812,1
113,Railways of the World,2005,2021.0,2,6.0,120,10,224,83,37,519,571,12,0,8.47,236,1
56624,Rebel Princess,2023,2023.0,3,6.0,40,14,2311,141,145,888,2768,3,3,8.47,847,1
51007,O Vale dos Monstros II - A Invasão da Cidade,2023,2023.0,1,6.0,60,10,187,21,7,118,208,4,2,8.46,98,1
29251,The Witcher: Old World,2023,2024.0,1,5.0,150,14,786,81,114,840,835,20,2,8.46,292,1
71049,O Senhor dos Anéis: A Sociedade do Anel: O Jogo de Vaza,2024,2025.0,1,4.0,20,10,1292,42,49,586,1128,4,2,8.46,332,1
25364,Northgard: Terras Desconhecidas,2022,2023.0,2,5.0,90,13,625,134,77,819,933,7,2,8.46,291,1
79358,Rewild: América do Sul,2026,2025.0,1,4.0,60,10,471,30,25,637,579,2,1,8.46,157,1
8,7 Wonders,2010,2014.0,2,7.0,30,10,5840,1051,975,2400,7843,4,1,8.46,4076,0
2036,Eldritch Horror,2013,2014.0,1,8.0,240,14,5135,1108,1144,2064,4778,9,0,8.45,3129,0
30538,John Company: Segunda Edição,2022,2023.0,1,6.0,240,13,371,29,25,275,278,8,0,8.45,114,1
59010,Sanduíche (2ª edição),2023,2023.0,2,6.0,10,8,126,4,4,33,64,4,4,8.45,28,1
24137,Oath: Crônicas de Império e Exílio,2021,2022.0,1,6.0,120,14,580,81,59,739,541,7,0,8.45,171,1
26272,The LOOP,2020,2022.0,1,4.0,60,12,552,105,40,413,556,5,0,8.45,216,1
35375,Bravo!,2022,2022.0,2,5.0,60,12,102,11,1,40,86,3,1,8.45,42,1
2,Ticket to Ride,2004,2014.0,2,5.0,45,8,5907,661,733,2785,7474,8,1,8.44,3641,0
68391,Everdell Duo,2025,2025.0,1,2.0,60,10,292,16,20,311,228,8,0,8.44,78,1
32973,Marrakesh,2022,2023.0,2,4.0,120,14,248,33,11,313,386,2,1,8.44,107,1
37895,Hitster,2022,2025.0,2,10.0,30,16,1874,38,85,468,2210,1,4,8.44,591,1
77544,Parks (2ª Edição),2025,2026.0,1,5.0,60,10,580,22,28,454,850,6,1,8.44,206,1
30662,A Tripulação: Missão no Fundo do Mar,2021,2025.0,2,5.0,20,10,582,36,31,470,518,3,2,8.44,171,1
31086,King of Tokyo: Monster Box,2021,2023.0,2,6.0,30,8,442,30,34,313,347,3,0,8.44,145,1
14933,Ticket to Ride: Alemanha,2017,2022.0,2,5.0,60,8,401,29,32,273,431,3,0,8.44,155,1
9500,Tokaido: Edição de Luxo,2015,2023.0,2,5.0,45,8,490,71,35,404,520,7,1,8.43,196,1
42887,Ritos Ancestrais,2024,2024.0,2,4.0,40,12,72,2,58,78,86,4,1,8.43,104,1
55166,Everdell Farshore,2023,2025.0,2,4.0,80,10,416,51,35,509,622,4,1,8.43,154,1
52997,Thunder Road: Vendetta,2023,2025.0,2,4.0,75,10,646,44,56,795,946,6,2,8.43,244,1
24458,Bonfire,2020,2020.0,1,4.0,90,14,866,196,58,499,1031,1,0,8.43,434,1
74544,Point Galaxy,2025,2026.0,1,5.0,20,14,29,3,0,79,32,8,2,8.43,28,1
12728,Arena: The Contest,2019,2021.0,1,8.0,90,14,570,122,60,448,335,8,4,8.43,215,1
14958,Century: Edição Golem,2017,2022.0,2,5.0,45,8,1196,158,127,722,1876,10,1,8.43,636,1
10595,This War of Mine: The Board Game,2017,2019.0,1,6.0,120,18,1222,414,148,1536,929,6,0,8.43,560,1
79772,Pipoca,2025,2025.0,1,2.0,10,14,433,8,9,108,260,2,1,8.43,100,1
124,Spartacus: Um Jogo de Sangue e Traições,2012,2017.0,3,4.0,150,18,1508,394,243,813,1841,11,1,8.43,1034,1
79648,Trismegistus,2026,2026.0,1,4.0,120,14,131,2,3,109,138,4,0,8.42,27,1
68024,Mistborn: The Deckbuilding Game,2024,2026.0,1,4.0,60,13,421,13,25,548,535,6,1,8.42,109,1
23463,Marãná,2021,2021.0,2,3.0,30,10,84,25,6,56,55,5,1,8.42,24,1
34789,Lacrimosa,2022,2022.0,1,4.0,120,14,522,106,49,684,975,4,0,8.42,295,1
35215,Turing Machine,2022,2023.0,1,4.0,20,12,1100,80,81,899,1297,1,1,8.42,390,1
64409,Rebirth,2024,2026.0,2,4.0,60,10,575,18,30,864,944,5,0,8.42,178,1
40741,Star Wars: The Clone Wars,2022,2022.0,1,5.0,60,14,825,93,63,493,745,17,3,8.42,278,1
70,Village,2011,2016.0,2,4.0,75,12,1404,531,206,1215,2292,10,0,8.42,1150,0
17542,Kanban: Driver's Edition,2017,2018.0,2,4.0,120,12,786,310,53,342,830,4,0,8.42,380,1
16790,Western Legends,2018,2020.0,2,6.0,90,14,885,324,109,1177,1336,8,0,8.41,587,1
23808,Night of the Living Dead: A Zombicide Game,2021,2022.0,1,6.0,60,14,389,65,38,316,230,3,1,8.41,99,1
41382,Pest,2024,2024.0,1,5.0,150,13,200,21,16,394,276,9,0,8.41,82,1
14642,Ganges,2017,2018.0,2,4.0,75,10,990,284,97,763,1751,7,1,8.41,722,1
34948,Wandering Towers,2022,2025.0,2,6.0,30,8,1365,57,78,1298,2376,5,1,8.41,530,1
7482,Zombicide: Black Plague,2015,2016.0,1,6.0,60,13,3417,687,505,1812,3043,7,4,8.41,1720,0
2974,Arcadia Quest,2014,2016.0,2,4.0,60,13,2164,594,394,1524,1895,10,2,8.41,1288,0
11341,Lorenzo il Magnifico,2016,2018.0,2,4.0,120,12,922,309,98,623,1675,8,0,8.41,759,1
95,Le Havre,2008,2017.0,1,5.0,100,12,1194,480,113,884,1515,7,0,8.35,813,1
411,Troyes,2010,2022.0,1,4.0,90,12,844,248,88,743,1385,13,1,8.35,615,1
55924,Dorfromantik: The Duel,2023,2025.0,2,2.0,45,8,252,9,2,127,165,4,1,8.35,50,1
14230,Pélaghos,2018,2018.0,2,4.0,90,12,169,51,17,86,120,6,0,8.26,77,1
55898,Art Society,2023,2024.0,2,4.0,60,10,291,16,17,381,426,6,1,8.26,101,1
22192,De Vulgari Eloquentia: Deluxe Edition,2019,2020.0,2,5.0,120,14,248,65,23,180,278,6,0,8.26,111,1
16365,Rio 1808,2023,2023.0,1,4.0,90,12,231,28,16,355,297,7,1,8.26,99,1
66412,Roda de Tricô,2025,2026.0,1,4.0,45,10,179,4,7,255,197,12,2,8.22,52,1
64269,Super Boss Monster,2025,2026.0,1,4.0,30,13,187,8,8,213,107,5,1,8.22,41,1
33913,Don Capollo (Segunda Edição),2021,2021.0,3,6.0,45,16,387,43,23,161,339,3,0,8.22,118,1
1901,Lancaster,2011,2022.0,2,5.0,60,10,220,80,16,252,492,5,0,8.22,191,1
31811,Messina 1347,2021,2022.0,1,4.0,120,12,385,80,13,227,524,7,0,8.18,165,1
23943,A Tripulação,2019,2021.0,2,5.0,20,10,1941,317,97,929,1821,3,2,8.18,780,1
19448,Starcadia Quest,2020,2020.0,2,4.0,60,13,405,89,24,297,187,6,1,8.18,131,1
2181,Dead of Winter: Um Jogo de Encruzilhadas,2014,2016.0,2,5.0,100,14,2874,805,349,1593,3298,9,0,8.18,1771,0
18940,Weather Machine,2022,2023.0,1,4.0,90,14,154,29,14,381,243,4,0,8.18,61,1
54146,Marajoara,2024,2024.0,1,4.0,60,14,435,43,23,412,568,4,2,8.18,167,1
36765,Skyrise,2024,2026.0,2,4.0,90,14,126,13,3,313,213,6,1,8.18,49,1
16836,Obsessão,2018,2027.0,1,4.0,90,13,124,20,24,497,230,3,0,8.18,106,1
30739,Três Irmãs,2022,2025.0,1,4.0,60,8,100,12,9,139,136,4,0,8.18,40,1
35711,First Rat,2022,2023.0,1,5.0,75,10,591,70,30,300,1029,4,0,8.18,274,1
19781,Van Gogh,2024,2024.0,2,5.0,45,10,239,20,12,264,391,4,0,8.17,112,1
65757,CharLatão,2024,2024.0,2,5.0,40,10,145,21,5,88,162,4,1,8.17,30,1
19210,Cryptid,2018,2020.0,3,5.0,50,10,1433,288,127,1161,2251,4,1,8.17,803,1
8153,Iki,2015,2022.0,2,4.0,90,13,694,126,28,389,962,7,0,8.17,318,1
66639,Flip 7,2024,2025.0,3,18.0,20,8,3078,82,124,1099,3862,4,2,8.17,1083,1
22861,Rune Stones,2019,2022.0,2,4.0,90,10,85,26,5,135,136,4,1,8.17,58,1
37,Star Wars: X-Wing Miniatures Game,2012,2015.0,2,2.0,30,14,1953,389,241,327,1498,9,2,8.17,975,1
55668,The Binding of Isaac: Four Souls (2nd Edition),2023,2024.0,2,4.0,60,13,181,7,14,120,149,11,2,8.17,56,1
35989,Cat in the Box: Um Jogo de Vazas Quântico,2022,2024.0,2,5.0,40,13,1258,136,47,694,1784,5,2,8.16,481,1
1013,Fresco,2010,2022.0,2,4.0,60,10,471,164,32,537,776,8,0,8.16,361,1
9008,KLASK,2014,2021.0,2,2.0,10,10,1000,90,41,389,1060,2,2,8.16,404,1
62947,Things In Rings,2024,2026.0,2,6.0,20,6,377,8,7,225,485,3,1,8.16,97,1
23514,Dwar7s Spring,2020,2021.0,2,4.0,80,12,261,52,11,135,189,6,1,8.16,77,1
33046,Mind MGMT: O “Jogo” de Espionagem Psíquica,2021,2024.0,1,5.0,75,13,461,51,31,567,523,8,2,8.16,171,1
49890,3 Ring Circus,2023,2023.0,1,4.0,80,12,385,62,18,286,647,10,0,8.16,186,1
57670,Apiary,2023,2024.0,1,5.0,90,14,339,45,22,440,651,6,0,8.16,148,1
1072,Survive: Fuga de Atlântida!,1982,2015.0,2,4.0,60,8,2123,541,231,1227,3158,9,0,8.16,1507,0
23525,Tortuga 2199,2020,2021.0,2,4.0,90,12,409,68,18,223,465,9,2,8.16,138,1
32710,Flamecraft,2022,2022.0,1,5.0,60,10,1713,221,151,1284,2277,6,0,8.16,797,1
