var1,var2,pearson_r,pearson_p,spearman_r,spearman_p
qt_quer,nota_media,0.022267812286758962,0.5621324150094832,-0.034468570804190544,0.36948237226972325
ano_publicacao,qt_favorito,-0.019729355377425373,0.6075441971060173,-0.6306934789968294,1.0563101320966601e-76
ano_publicacao,ano_nacional,0.018725001213332374,0.6259517397949383,0.8506522877746155,1.7084525188182254e-191
ano_publicacao,qt_jogou,-0.01789707637292476,0.6413033027164524,-0.5810984644121695,1.1579670559093926e-62
qt_jogadores_max,qt_teve,-0.01636465972075725,0.670121303150937,-0.02806255262114814,0.46503609811234115
ano_publicacao,qt_tem,-0.016282317282734063,0.6716840897774752,-0.5973011529498647,5.56295590113351e-67
ano_publicacao,n_categorias,0.01612344337251097,0.6747033765932782,0.18946595634002014,6.466975041544681e-07
qt_jogadores_max,qt_quer,-0.014420215372476564,0.7073920760875321,0.0038550819307039334,0.9200714971961748
qt_tem,n_categorias,0.014304953606365835,0.7096245996752963,-0.05914558307425627,0.12335582128819417
n_mecanicas,n_categorias,-0.013343224762792052,0.728347891714844,-0.06429778459326356,0.09386946544902892
vl_tempo_jogo,qt_jogou,0.011981220502440678,0.7551405462284345,0.1710511768195042,7.279096610610623e-06
qt_jogadores_max,qt_tem,0.010453491403803892,0.785545418581717,0.016603071242300635,0.6656045105865914
vl_tempo_jogo,qt_tem,-0.00839760137997949,0.8269744104280263,0.13061471009405473,0.00063925932223309
qt_jogadores_min,qt_quer,-0.008115004637590552,0.8327096871564365,-0.056904220230919,0.13824672093920956
qt_jogadores_max,qt_jogou,0.007747410875104974,0.8401832423715038,0.039590423212904034,0.30258924820935035
ano_publicacao,qt_jogadores_max,0.00771436176160549,0.8408558798756375,0.006221990483416597,0.8713430836168286
ano_publicacao,qt_quer,-0.007319581428078465,0.8488995411962521,-0.5526296721538086,1.2316142067290458e-55
ano_nacional,qt_jogadores_max,-0.005742683331956106,0.8811775865719826,-0.03902069040645894,0.30960555598578926
qt_jogadores_max,qt_favorito,-0.004313147947696151,0.9106119183033375,0.053084424867974725,0.16675666121454424
qt_jogadores_max,n_mecanicas,-0.0010000045868420078,0.9792342398419832,-0.046082217920154225,0.23009895718252488
qt_jogadores_max,qt_avaliacoes,-0.0007929148102953434,0.9835339079930344,0.039037994239907364,0.3093908913013274
