cluster,variavel,count,mean,std,min,p25,mediana,p75,max
2,idx_desejo,89.0,2.0941271921309474,1.6155984038649414,0.3172131147540983,1.1145236855804268,1.7571428571428571,2.506849315068493,11.77777777777778
2,tx_fidelizacao,89.0,0.17073895342053919,0.07343474220273147,0.032258064516129,0.1181102362204724,0.1613047363717605,0.219047619047619,0.3442622950819672
2,diversidade_mecanica,89.0,8.314606741573034,3.728256677718694,1.0,6.0,8.0,10.0,18.0
2,amplitude_publico,89.0,2.932584269662921,1.185113657849943,0.0,2.0,3.0,4.0,7.0
2,nota_media,89.0,8.679213483146066,0.3517205267069979,8.13,8.4,8.62,8.94,9.6
2,nota_rank,89.0,7.7642696629213495,0.6610011133955165,6.71,7.24,7.73,8.34,9.0
2,qt_avaliacoes,89.0,320.87640449438203,543.7348915398335,15.0,43.0,103.0,315.0,3129.0
2,tx_satisfacao,89.0,3.8198385697125286,2.036175265260708,1.490909090909091,2.710843373493976,3.4166666666666665,4.346938775510204,17.0
2,tx_conversao,89.0,0.2114334145446703,0.09651434862137157,0.03695652173913044,0.15,0.1937984496124031,0.2595445411922304,0.4773413897280967
3,ano_publicacao,1.0,2017.0,,2017.0,2017.0,2017.0,2017.0,2017.0
3,ano_nacional,0.0,,,,,,,
3,qt_jogadores_min,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
3,qt_jogadores_max,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3,vl_tempo_jogo,1.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0
3,idade_minima,1.0,12.0,,12.0,12.0,12.0,12.0,12.0
3,qt_tem,1.0,237.0,,237.0,237.0,237.0,237.0,237.0
3,qt_teve,1.0,73.0,,73.0,73.0,73.0,73.0,73.0
3,qt_favorito,1.0,43.0,,43.0,43.0,43.0,43.0,43.0
3,qt_quer,1.0,517.0,,517.0,517.0,517.0,517.0,517.0
3,qt_jogou,1.0,186.0,,186.0,186.0,186.0,186.0,186.0
3,n_mecanicas,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3,n_categorias,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
3,tx_retencao,1.0,0.7645161290322581,,0.7645161290322581,0.7645161290322581,0.7645161290322581,0.7645161290322581,0.7645161290322581
3,idx_desejo,1.0,2.181434599156118,,2.181434599156118,2.181434599156118,2.181434599156118,2.181434599156118,2.181434599156118
3,tx_fidelizacao,1.0,0.1814345991561181,,0.1814345991561181,0.1814345991561181,0.1814345991561181,0.1814345991561181,0.1814345991561181
3,diversidade_mecanica,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
3,amplitude_publico,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
3,nota_media,1.0,8.41,,8.41,8.41,8.41,8.41,8.41
3,nota_rank,1.0,7.68,,7.68,7.68,7.68,7.68,7.68
3,qt_avaliacoes,1.0,115.0,,115.0,115.0,115.0,115.0,115.0
3,tx_satisfacao,1.0,2.6744186046511627,,2.6744186046511627,2.6744186046511627,2.6744186046511627,2.6744186046511627,2.6744186046511627
3,tx_conversao,1.0,0.15251989389920426,,0.15251989389920426,0.15251989389920426,0.15251989389920426,0.15251989389920426,0.15251989389920426
