,n_jogos_com_mecanica,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes
Ordem de Fases Variável,27,0.0038692456408505244,-0.09167304577101426,0.022073637680413583,0.010696042287663441,0.14036868454026866,0.06977138942337983,0.01084942614283857,0.06190562761248321,0.02085306982322696,0.020630370684953808,0.018797125317319897,0.1296373878252381,-0.052148337643821305,-0.014356418384838681,0.023598261426784513
Ordem de Turno: Baseado em Estatísticas,18,-0.0004033705094221157,-0.08292372259469238,-0.010672839871910044,-0.02272373317413399,0.10499500931509478,0.03904805236773806,0.05853592092054,0.08327665749966667,0.061565201797842445,0.09177939143672673,0.08360788761808834,0.09268463484677955,-0.1060494689793179,0.03531262895742808,0.07111921048584999
Ordem de Turno: Interrupções,4,0.003904432979878472,-0.007984846479997264,0.13831020944427716,0.08263902748992763,-0.05184117486603872,0.06290489195500401,0.004613954374687326,-0.03397924430939395,-0.02402652366113342,-0.02513458513022574,0.006009866802987686,0.04381756768904838,0.009340833153889387,-0.08536449020543238,-0.009507239065355541
Ordem do Turno: Ação de Reivindicação,30,0.0031134117257095887,-0.05584983109290099,-0.01018253502052719,-0.029605770776797793,0.08059692735117355,-0.022543496747277642,0.08132063732196837,0.10391431783755702,0.07627975028075225,0.09426791066707463,0.10968367554204513,0.08249925816568476,-0.07246535353872602,-0.001274920034698093,0.10269065973267494
Ordem do Turno: Leilão,10,-0.004702858392348488,-0.096626718201686,0.03866546287918514,0.020950945007454834,0.08767509472376817,0.027260411434121234,0.039375675345588376,0.08907931896448687,0.06087016940415774,0.03932875204512751,0.055475927563603825,0.19403544340250156,-0.11851057839067622,-0.027469671447524453,0.06411895194250752
Ordem do Turno: Ordem de Passe,8,0.0028725424556961185,-0.04114385662083122,-0.0590546212577112,-0.005915149930233747,0.10333586410385086,0.05566712645345441,0.048338137537294115,0.08698732157943204,0.1361474275852591,0.1709896193269046,0.08208182651768399,0.06585623740377702,-0.03852925331544908,0.08791602630376892,0.08118232916257374
Ordem do Turno: Papel ou Tipo de Ação,2,-0.00414296910798734,-0.09893599926510137,0.03412968204081298,0.017486482595849583,-0.02170373364001467,-0.016835706787273592,0.05578861060269111,0.09045997273327626,0.02790029008407206,0.0309549096528923,0.04762734500460137,0.02724970991098272,-0.006291989044074598,-0.05848208168387045,0.051783292859542134
Ordem do Turno: Progressivo,42,0.0032725815868533724,-0.07814890293824195,-0.08647139423222024,-0.026165853320162694,0.06139865503132917,0.053242820256027557,0.25601581052429334,0.17632139952633274,0.24093129937411456,0.21664543836508227,0.2605003723072281,0.2764137718358133,0.016660931901350262,0.01939132962392646,0.23903666404497817
Ordem do Turno: Trilha do Tempo,3,-0.0003073991781881003,0.00695073765027971,0.04183101325487886,-0.01195592878731305,-0.05980378504175264,-0.10253101802145237,0.026963601573411357,0.019919160998610984,-0.0038818657907543092,0.013213654826551863,0.027342049246700695,-0.005779160115463519,0.013348486386831861,-0.0517800050365909,0.028111845166738345
Ordenação,3,0.006631403848132499,0.06239357169356652,0.007226282095125056,0.010302884560730408,-0.06865781809822816,-0.0843318292314269,-0.041399031636475556,-0.04354162250022032,-0.034391431883843485,-0.03971954526875718,-0.041582784910604194,0.09065835837570649,0.07652925722009635,0.016694259888881204,-0.037532301516582656
Papel e Caneta,8,0.00287254245569612,0.014232466845695575,0.026024070384754013,0.34637830339763387,-0.07625341644838063,0.02210892965527267,-0.027334392562982618,-0.04422071249985478,-0.043528594197819494,-0.05236221632159489,-0.03485377228671995,-0.03417027804405106,-0.012640031720088027,-0.10417545506371303,-0.03670841555600016
Papéis Ocultos,3,0.0011381847856286919,0.0485328631827448,0.11104047557438637,0.10490284128991506,0.013241987674169908,0.03396289790373872,-0.005455431735411976,0.01200050435815928,0.03549676021311659,0.07154052223015064,0.023688462645206312,0.04243959913012156,-0.028772027502011126,0.030155012822948267,0.018712168570998423
Papéis com Informações Assimétricas,8,0.006426634285887825,0.052569921553290995,0.13237243493783554,0.07959296980953987,0.006738599564392985,0.038888028054363574,-0.03835924530434946,-0.045317540370945986,-0.0318990782248047,-0.002865537520650281,-0.03439895430255244,0.11031246649170064,0.0003045790775924595,-0.011007489381732082,-0.03667065426685263
Partida Cronometrada,1,0.001322865355034512,0.008002440421788038,-0.03573326293554979,-0.006892585140826751,-0.026820326620050815,0.0038418577848691646,-0.013978554990812747,-0.015650030236513707,-0.01709970083035801,-0.024145685825128924,-0.01815126632807799,-0.006806442437187153,-0.004445830692058951,-0.046383558608162505,-0.018184122005102048
Passar Ficha de Ação,1,0.0013228653550345125,-0.003983593690141178,0.02411555183335123,0.01235570190542457,0.09185567781963676,0.03531731915488163,-0.006042033912185004,-0.009091717009126192,0.0047839701939647985,0.01555398113986494,0.003044946090289315,0.10786065087398378,0.03197784244770108,0.03155499049884273,-0.0029368040651849034
"Pedra, Papel e Tesoura",5,0.007676657551776151,0.07170870544422138,0.13461672447929995,0.05361062010844566,-0.06873507787263335,-0.0760913290156632,-0.056254687958077546,-0.0575064736573311,-0.0375236045035926,-0.0532753908640661,-0.05791632074526701,0.050194723305133145,0.08805353682526092,0.1102661988849176,-0.048668698736462415
Pegar e Entregar,26,0.003375828964539233,-0.0542292799623514,0.005698374536346322,-0.0011935069935882902,0.10162779551420698,-0.011487992063874339,-0.06604146562773543,-0.01732536451500698,-0.052714247899577175,-0.0594166511195441,-0.06221120690768683,0.15003060381091465,-0.06676971718957936,0.029035153571016,-0.04979299534467872
Pegue o Líder,8,-0.0012146631490243423,-0.03262442224136555,0.0047543974741377434,0.021447448386493803,0.046193820291777196,0.07244622485254532,0.01562821452059286,0.0015032993762603315,0.014982408041411205,0.023713870604934885,0.027323636298848368,0.11031246649170062,-0.0773630857084906,0.012734154382788167,0.016931495678059478
Perder a Vez,3,-0.002620333520294966,-0.05542245064841792,0.07643574441463272,0.021432291234752134,-0.044309227192920575,0.015763709113713217,0.012673403360318617,0.0015166490877020922,-0.006719964962204467,0.0060325512591195285,0.004248915368900938,0.08463101347000834,-0.007711770557589634,-0.06641125822579422,0.005196293727450812
Peteleco,1,0.003822999989340988,0.0319745086456465,0.02411555183335126,0.01235570190542456,-0.04596161765871011,0.03531731915488161,-0.014340677625579031,-0.022401235029412634,-0.013418335611313056,-0.02729128785240986,-0.014391938087839272,-0.0380792860675065,0.06840151558746126,-0.020066645922680225,-0.010799532480194444
Peças como Mapa,3,0.0020055351639187667,0.034672154671923104,0.007226282095125063,-0.011955928787313053,-0.04430922719292058,-0.057033046046388716,-0.005054119697681658,-0.02491604983887614,-0.01925490296944265,-0.018176234566460205,-0.016670565720668006,0.036412254224423395,0.05546900027567486,-0.01373874674466199,-0.015077518537870614
Pistas Direcionadas,3,-1.8282385424741817e-05,-0.06235280490382875,0.07643574441463251,0.015867587897741262,-0.006679586702899892,-0.01153507407132499,0.11806143413819425,0.06787722234219179,0.06245870234189305,0.04011927430627646,0.09921133505331113,-0.011806505021161661,0.03440874333125328,-0.028955250061433527,0.11384549673115056
Pontos de Ação,82,0.007645532262929944,-0.12447498029479176,-0.03492300260655251,-0.023472795458252028,0.12907138410284563,0.11855481190818773,0.006526441540458595,0.07749211082271824,0.013310640423552069,0.00859569342432001,-0.014438637734874006,0.15634838266651188,-0.030040436183863605,0.0176695915794368,0.012747497854656554
