place_id,nome_estabelecimento,avaliacao_media_estabelecimento,volume_avaliacoes_estabelecimento,review_index,nota_avaliacao,idioma,data_relativa,texto_avaliacao,mencao_preco,mencao_friccao,grupo_nota_estabelecimento,grupo_nota_individual,grupo_volume_avaliacoes,num_caracteres_texto,texto_avaliacao_filtrado
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,3,5,pt,3 years ago,"Estive no Comdado hoje (sexta feira) para comemorar o aniversário de um amigo.

Como o estabelecimento fica na av. Amazonas, optei por ir até lá de Uber, porém notei que não teria dificuldade de estacionar na rua Juíz de Fora (que passa no quarteirão de cima) ou na Alvarenga Peixoto (um pouco depois do bar, na rua diagonal). A área é bastante segura por ser próxima da 4ª cia do Exército.

Quando cheguei, o portão estava fechado. Bastou tocar a campainha e a atendente Mel veio nos receber com muito carisma.

Para chegar até a casa, o acesso é feito por uma pequena escada com poucos degraus.

Na entrada tem duas mesas grandes, em área coberta, porém aberta. Logo tem um grande salão com um trono com salas temáticas no entorno (Sala Viking - com um barco muito legal, Biblioteca, Sala Hobbit). Ali no grande salão também tem um banheiro unissex, a cozinha e uma escada que dá acesso ao andar superior.

Os temas das salas que ficam no segundo andar ainda estão em elaboração, porém já tem uma sala muito fofa decorada com Tatames e mesa baixa no centro.

No segundo andar também mais dois banheiros (masculino e feminino) e uma varanda.

A casa apesar de antiga, foi toda reformada e está com um ambiente bastante lúdico.

Comi o sanduíche Aventureiro - destaque para o blend de carne muito saboroso e com ponto excelente.- R$40 (com batata frita) e tomei milkshake de Nutella R$20. Provei o milkshake de café com rum e também gostei - R$25.
Tudo muito bem feito.

Ah! Um cuidado da casa é de servir os pedidos de comida das pessoas da mesa praticamente no mesmo tempo. Evitando interromper os jogos várias vezes.

O acervo da biblioteca é bastante vasto e tem jogos para quase todos os gostos e idades - conferir idade mínima com o estabelecimento.

Na sexta feira é cobrada uma “taxa lúdica” de R$20 e você pode se divertir com seus amigos jogando boardgames adultos (inclusive pode levar os seus jogos para curtir lá com sua turma).

Os jogos vão desde tramas simples de cartas até RPGs e jogos com Sets complexos.
Eles promovem eventos de boardgames com frequência. Se você gosta, certamente vai curtir esse novo espaço aqui em BH.

As comandas de consumo podem ser individuais, ponto super positivo para visitas em grupo.

É possível pagar a conta no crédito, débito e pix.
Apesar de ser um estabelecimento de jogos de tabuleiro, lembro que os jogos são em grande maioria adultos. Crianças são bem vindas, no entanto, não é um local para diversão infantil.

Gostei muito do espaço e certamente retornarei.",False,True,menor,promotor,maior,2516,Comdado sexta feira aniversário amigo estabelecimento av. Amazonas Uber dificuldade rua Juíz Fora quarteirão cima Alvarenga Peixoto bar rua diagonal área segura próxima 4ª cia Exército portão fechado campainha Mel carisma casa acesso pequena escada degraus entrada mesas grandes área grande salão trono salas temáticas entorno Sala Viking barco legal Biblioteca Sala Hobbit grande salão banheiro unissex cozinha escada acesso andar superior temas salas segundo andar elaboração sala fofa Tatames mesa baixa centro segundo andar banheiros masculino feminino varanda casa antiga reformada ambiente lúdico Comi sanduíche Aventureiro destaque blend carne saboroso ponto batata frita milkshake Nutella Provei milkshake café rum feito cuidado casa pedidos comida pessoas mesa mesmo tempo jogos vezes acervo biblioteca vasto jogos gostos idades idade mínima estabelecimento sexta feira “ taxa lúdica ” amigos boardgames adultos jogos turma jogos tramas simples cartas RPGs jogos Sets complexos eventos boardgames frequência novo espaço BH comandas consumo individuais ponto positivo visitas grupo possível conta crédito débito pix estabelecimento jogos tabuleiro lembro jogos grande maioria adultos Crianças vindas entanto local diversão infantil espaço
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,4.4,158,4,5,pt,a year ago,"Fui no Comdado e adorei a vibe do lugar! A decoração é bem temática, com essa pegada de viking. A gente se sentiu num filme! O atendimento é super tranquilo e os jogos são uma ótima pedida para quem quer se divertir com os amigos.

A comida também merece destaque. O hambúrguer estava delicioso e o milkshake de rum era incrível. Peguei uma porção de frango empanado que também estava bem gostosa. A experiência como um todo foi muito boa, desde a ambientação até o atendimento. Se você procura um lugar diferente para sair, o Comdado é uma ótima opção.",False,False,menor,promotor,maior,553,Comdado vibe lugar decoração temática pegada viking gente filme atendimento super tranquilo jogos ótima amigos comida destaque hambúrguer delicioso milkshake rum incrível porção frango gostosa experiência boa ambientação atendimento lugar diferente Comdado ótima opção
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,1,5,pt,3 years ago,"Fui com a família, dessa vez só para comer. Hambúrguer muito gostoso e ótimo preço, excelente trabalho do chapeiro! Atendimento muito bom, chegou rapidinho os lanches, e todos juntos (:
E ainda há uma variedade muito boa de jogos de carta/tabuleiro pra jogar com muitas ou poucas pessoas. Valor das bebidas também é justo!",False,False,maior,promotor,outlier,322,família vez Hambúrguer gostoso ótimo preço excelente trabalho chapeiro Atendimento bom rapidinho lanches juntos (: variedade boa jogos carta tabuleiro pessoas Valor bebidas justo
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,2,5,pt,8 years ago,"Melhor lugar de Araguari! O local possui uma diversidade imensa de jogos de cartas e tabuleiros. O local é super agradável, organizado e os atendentes são educados e bastante solícitos para tirar dúvidas sobre os jogos disponíveis. E, para melhorar mais, o preço por hora é bastante justo e acessível, e ainda é possível se tornar associado do local pagando mensalidade. Local super recomendado para ir com seus amigos e até mesmo sozinho! Companhia para jogar não faltará!",False,False,maior,promotor,outlier,473,Melhor lugar Araguari local diversidade imensa jogos cartas tabuleiros local super agradável atendentes solícitos dúvidas jogos disponíveis preço hora justo acessível possível local mensalidade Local amigos mesmo sozinho Companhia
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,3,5,pt,4 years ago,"A melhor Luderia/Bar de Boardgames da região. Muito bom pra jogar jogos de tabuleiro e RPG com os amigos, além de ter sanduíches artesanais muito gostosos. Recomendo sempre.",False,False,maior,promotor,outlier,173,melhor Luderia Bar Boardgames região bom jogos tabuleiro RPG amigos artesanais gostosos
ChIJq92vt8sxpJQR-lNNTdp0RLQ,TABLE GAMES (Burgers),4.9,364,4,5,pt,7 years ago,"Esse lugar e ótimo cara,  sério mesmo excelente atendimento com bastante jogos e um clímax bem agradável muito bom mesmo",True,False,maior,promotor,outlier,120,lugar ótimo cara sério mesmo excelente atendimento jogos clímax agradável bom mesmo
ChIJqQGLHGfnrAcR7cbxZrSPynE,Taverna Mestre Ogro,5.0,3,0,5,pt,a month ago,"Tudo feito no capricho, pastéis bem recheados, vale a pena conferir. Meu preferido é o da massa de queijo, mas tem massas e recheios de vários sabores, inclusive doces e lá vende líquidos também. Os donos são maravilhosos e jogam jogos de tabuleiro. Super recomendo. Aprovado. :)",False,False,maior,promotor,menor,279,capricho pastéis pena preferido massa queijo massas recheios sabores doces líquidos donos maravilhosos jogos tabuleiro Super
ChIJqQGLHGfnrAcR7cbxZrSPynE,Taverna Mestre Ogro,5.0,3,1,5,pt,3 weeks ago,"Muito bom a massa muito gostoso, e bem recheado e o melhor a nosso gosto 😋",False,False,maior,promotor,menor,74,bom massa gostoso melhor gosto 😋
ChIJqUA_IaE5jgcRjnu2CBE7yTM,Xeque Mate: Restaurante e Jogos de Tabuleiro,4.7,825,3,4,pt,a year ago,"O ambiente é super agradável para reuniões com amigos, possui diversos jogos super divertidos! As vezes eles fazem eventos bem legais, quando fui tinha essa exposição de artes e estavam divulgando o dia que fariam umas competições bem legais. Só não me agradou muito o sabor do hambúrguer (faltou um pouquinho de sal e mais molho) e uma vitamina, porque era muito amarga (sabor do cacau).",False,False,menor,neutro,outlier,388,ambiente super agradável reuniões amigos jogos divertidos vezes eventos legais exposição artes dia competições legais sabor hambúrguer pouquinho sal molho vitamina amarga sabor cacau
ChIJqUA_IaE5jgcRjnu2CBE7yTM,Xeque Mate: Restaurante e Jogos de Tabuleiro,4.7,825,4,3,pt,4 years ago,"A proposta é interessante. O local é mais focado em receber grupos de pessoas, então não é uma boa ir com poucas pessoas, pois as mesas são bem grandes. Por não ter muitas mesas disponíveis, muita gente chega e infelizmente acaba voltando, daí a importância de resersar antes de ir. A comida não é o foco deles, mas de certa forma achei até razoável as entradas. No geral o local é bem estruturado, apesar de não ser amplo. Tem jogos de todos os tipos, a diversidade é o forte deles.",False,False,menor,detrator,outlier,483,proposta interessante local focado grupos pessoas boa pessoas mesas grandes mesas disponíveis gente importância comida foco forma razoável entradas geral local estruturado amplo jogos tipos diversidade forte
ChIJrT_EWwBZzpQRGAZzptZbtsY,Cartola Luderia Bar,4.7,242,1,5,pt,2 months ago,"o ambiente super gostoso, tem muitas areas separadas para jogo, para mesa de sinuca, para quebra-cabeças, karaoke, um plus para o pessoal da casa, um atendimento mil, super atenciosos, além de ajudarem nos jogos ou tirar uma partida rapida com nós, além de ums hamburqueres diferentes (recomendo o scooby-doo) mas deliciosos (também tem os tradicionais). uma variedade grande de aperitivos também. vale muito a pena a visita e se divertir com os jogos e ambientes.",False,False,menor,promotor,maior,464,ambiente super gostoso areas jogo mesa sinuca quebra-cabeças plus pessoal casa atendimento super atenciosos jogos partida hamburqueres diferentes scooby-doo deliciosos tradicionais variedade grande aperitivos pena visita jogos ambientes
ChIJrT_EWwBZzpQRGAZzptZbtsY,Cartola Luderia Bar,4.7,242,2,5,pt,2 months ago,"Realizei minha festa de aniversário com mais 2 amigos no Cartola, fechamos a casa para 80 pessoas, todos amaram o lugar, a experiência, a comida que é bem servida e o atendimento muito amigável!
(O bolo eu levei, mas eles armazenaram pra gente até a hora do parabéns)
Esperando as fotos ansiosa!!!",False,False,menor,promotor,maior,297,Realizei festa aniversário amigos Cartola casa pessoas lugar experiência comida servida atendimento amigável bolo eu gente hora parabéns fotos ansiosa
ChIJrT_EWwBZzpQRGAZzptZbtsY,Cartola Luderia Bar,4.7,242,3,5,pt,2 months ago,"Ambiente agradável e divertido com ótimo atendimento. Diversas opções de jogos com funcionários solícitos que explicam bem o funcionamento. Ponto positivo por ter opção vegana no cardápio, e ainda adaptaram uma opção para ser vegana. O ambiente é um pouco simples em alguns aspectos, mas isso não afeta a experiência como um todo. Recomendo para quem quer reunir os amigos e se divertir!",False,False,menor,promotor,maior,387,Ambiente agradável divertido ótimo atendimento opções jogos funcionários solícitos funcionamento Ponto positivo opção cardápio opção ambiente simples aspectos experiência amigos
ChIJrT_EWwBZzpQRGAZzptZbtsY,Cartola Luderia Bar,4.7,242,4,5,pt,4 months ago,"Um ambiente lúdico e divertido, seu problema é a falta de ar-condicionado, fora isso, a casa é incrível,  muitos jogos disponíveis famosos e desconhecidos, vale muito a pena.
Poderiam pensar em trabalhar uma cozinha mais desenvolvida, ia se tornar ainda mais atrativo.",False,False,menor,promotor,maior,268,ambiente lúdico divertido problema falta ar-condicionado casa incrível jogos disponíveis famosos pena cozinha atrativo
ChIJsTy8gUxLxwcRCKRfkhIP8zM,Games bar,5.0,4,0,5,pt,5 years ago,Diferenciado....,False,False,maior,promotor,menor,16,Diferenciado
ChIJsU5BAwBRzpQRAgLVvqg68os,Tubaleria - Clube de Jogos de Tabuleiro e Hamburgueria,5.0,99,0,5,pt,3 months ago,"Visitei a Tubaleria com meu time na hora do almoço e foi uma surpresa muito boa! Atendimento impecável, comida saborosa e com muita variedade de opções, preço e quantidade super justos, com destaque para o hambúrguer vegano que tem uma pasta de alho divina! Os instrutores são super bacanas e mesmo sendo corrido conseguimos jogar um pouco. Recomendo a visita! Com certeza voltaremos para um happy hour 😄",False,False,maior,promotor,maior,404,Tubaleria time hora almoço surpresa boa Atendimento impecável comida saborosa variedade opções preço quantidade super justos destaque hambúrguer vegano pasta alho divina instrutores bacanas visita certeza happy hour 😄
ChIJsU5BAwBRzpQRAgLVvqg68os,Tubaleria - Clube de Jogos de Tabuleiro e Hamburgueria,5.0,99,1,5,pt,3 months ago,"O rolê é muito legal! Tem vários jogos, atendimento maravilhoso, lanches super criativos e gostosos. É o lugar perfeito para passar o dia com amigos, família e até mesmo para um date diferenciado hehe",False,False,maior,promotor,maior,200,rolê legal jogos atendimento maravilhoso lanches super criativos gostosos lugar perfeito dia amigos família date hehe
ChIJsU5BAwBRzpQRAgLVvqg68os,Tubaleria - Clube de Jogos de Tabuleiro e Hamburgueria,5.0,99,2,5,pt,3 weeks ago,"Lugar sensacional! 😜 Super vale a pena ir com os amigos. O mais incrível é poder comer um hambúrguer delicioso enquanto joga jogos de tabuleiro e cartas. Dá pra aproveitar, rir muito e, quando você percebe, já passou horas! 😂🍔🎲 Com certeza, um lugar pra voltar! E o Luciano ainda deixou a experiência melhor ainda, ensinando a gente a jogar vários jogos e deixando tudo mais divertido. Atendimento incrível!",False,False,maior,promotor,maior,407,Lugar sensacional Super pena amigos incrível poder hambúrguer delicioso jogos tabuleiro cartas horas 😂 🍔 🎲 certeza lugar Luciano experiência melhor gente jogos divertido Atendimento incrível
ChIJsU5BAwBRzpQRAgLVvqg68os,Tubaleria - Clube de Jogos de Tabuleiro e Hamburgueria,5.0,99,3,5,pt,3 months ago,"​Sensacional! A Tubaleria já virou minha segunda casa. O ambiente é super agradável, a comida é fantástica e o proprietário é incrível. Um destaque especial para os monitores, que são super competentes, parceiros e ajudam muito na experiência com os board games. Tudo de bom, vale muito a pena conhecer! Recomendo de olhos fechados.",False,False,maior,promotor,maior,332,​Sensacional Tubaleria segunda casa ambiente super agradável comida fantástica proprietário incrível destaque especial monitores super competentes parceiros experiência board games bom pena olhos
ChIJsU5BAwBRzpQRAgLVvqg68os,Tubaleria - Clube de Jogos de Tabuleiro e Hamburgueria,5.0,99,4,5,pt,7 months ago,"Local super agradavel, o pessoal da loja te ensina a jogar os jogos (não apenas deixa o jogo com voce, pra voce se virar). Achei que iria pra jogar no maximo 2 horas e acabei ficando até a loja fechar.",False,False,maior,promotor,maior,201,Local agradavel pessoal loja te jogos jogo voce voce maximo horas loja
ChIJvXuPLAAFbJIRncOH-f4lasQ,Acerola: A Casa do Acy,4.8,17,0,5,pt,a year ago,"O acy é uma ótima experiência pra você que está querendo sair da monótona noite manauara.
Bebidas geladas, músicas boas, ervas naturais e uma boa fofoquinha.",False,False,maior,promotor,menor,157,acy ótima experiência você monótona noite manauara Bebidas geladas músicas boas ervas naturais boa fofoquinha
ChIJvXuPLAAFbJIRncOH-f4lasQ,Acerola: A Casa do Acy,4.8,17,1,5,pt,a year ago,"ambiente agradável e acessível, legalize e pet friendly os atendente são muito militantes mas são uns queridos nota 10 acho que falta uma rampa a escada não e acessível para cadeirantes",False,False,maior,promotor,menor,185,ambiente agradável acessível legalize pet militantes nota rampa escada acessível cadeirantes
ChIJvXuPLAAFbJIRncOH-f4lasQ,Acerola: A Casa do Acy,4.8,17,2,4,pt,a year ago,"Comida maravilhosa! principalmente o bolinho de piracuí, pet friendly, com área para fumantes e drinks maravilhosos. Minha única preocupação é em relação ao banheiro pois vive sem papel higiênico. Fora isso perfeito, o sonho do Amo Lasanha.",False,False,maior,neutro,menor,240,Comida maravilhosa bolinho piracuí pet friendly área fumantes drinks maravilhosos única preocupação relação banheiro papel higiênico perfeito sonho Amo Lasanha
ChIJvXuPLAAFbJIRncOH-f4lasQ,Acerola: A Casa do Acy,4.8,17,3,4,pt,a year ago,"Lugar agradável e gay friendly. Os drinks e a cerveja são perfeitos, mas não dá pra falar o mesmo do serviço. Bom espaço de jogos e área de fumantes.",False,False,maior,neutro,menor,149,Lugar agradável gay friendly drinks cerveja serviço Bom espaço jogos área fumantes
ChIJvXuPLAAFbJIRncOH-f4lasQ,Acerola: A Casa do Acy,4.8,17,4,5,pt,a year ago,"Lugar acessível, pet Friendly, ótimas músicas e eventos variados como cinema, jogos de tabuleiro, grupo fitness e muitas conversas desconstruídas. Nota 10❤️",False,False,maior,promotor,menor,156,Lugar acessível pet Friendly ótimas músicas eventos cinema jogos tabuleiro grupo fitness conversas Nota ️
ChIJx5jr3zGXpgARQGx9eX7TDmY,LudoCafé,4.6,585,4,5,pt,a month ago,"O lugar é super legal!
É uma casa aconchegante, possui inúmeros jogos. Jogos de tabuleiro, de cartas, de adivinhação, de estatística, jogos de conhecimentos gerais, há todos os tipos.
Os atendentes sabem TODOS os jogos, te ensinam antes, procuram entender o jogo que melhor vai te atender. Fui com meu namorado e nos divertirmos muito!
Há porções, hambúrguers e bebidinhas gostosas, adorei a experiência!",False,False,menor,promotor,outlier,404,lugar super legal casa aconchegante inúmeros jogos Jogos tabuleiro cartas adivinhação estatística jogos conhecimentos gerais tipos atendentes jogos jogo namorado porções hambúrguers bebidinhas gostosas experiência
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,4.8,105,0,5,pt,3 months ago,"Sinceramente poderia dar esse review toda semana desde a abertura da loja nova, pois quase toda semana me sinto atraido e não obrigação de jogar meu carteado por la.
Além da localidade incrível pra transportes públicos, tem o diferencial de um local bom de se estacionar, que para os preocupados, tambem está sempre no alcance dos olhos.
O espaço novo é de longe o melhor espaço tanto de card game quanto de luderia atual do DF de longe, o conforto da loja, tanto no externo quanto no externo, cadeiras e mesas mais que perfeitas para horas seguidas de diversão,  espaço areajado e climatizado com ar condicionado, bem distribuido e simplesmemte um deleite aos olhos.
O Antônio fortal é um dono excepcional que sempre esta aberto para conversas e sugestões, aderindo a maioria como foi com o abrimento da loja as terças e as diversas promoções, premiações e sorteios apenas por jogar magic, e não posso deixar de falar da STAFF, Gabriel e Kamilla ja me atenderam diversas vezes sendo sempre muito atenciosos, cordiais e muitas vezes, com a loja mais parada claro kkkk, trocando ideia comigo sobre diversos assuntos dos tcgs e afins
A cozinha não tenho nem oque dizer, meus pedidos lá, que não foram poucos nos ultimos meses, nunca levaram mais que 15 minutos, sendo um fastfood excelente, com qualidade de restaurante
Não tenho como não falar da salada, dos smash, do bardo tropical, milkshake e a famosa linguicinha do ferreiro
Pratos bem servidos e saborosissimos, o preço um pouco acima da média, mas acredito que condiz com a qualidade.

No mais sempre recomendo o fortal a todos que procurarem um bom lugar para jogar, comer, conversar, abrir pacotinho e se divertir
E todos que eu recomendei, sempre voltaram com boas histórias
Eu adoraria ter mais fotos, mas é muito dificil registrar quando se esta vivendo momentos incriveis!
Sucesso maximo Fortal e Sara! Muita admiração pelo passo dado pra essa nova loja!",False,False,maior,promotor,maior,1916,semana abertura loja nova semana sinto obrigação carteado la localidade incrível transportes públicos diferencial local bom preocupados alcance olhos espaço novo melhor espaço card game luderia atual DF longe conforto loja externo externo cadeiras mesas perfeitas horas diversão espaço ar condicionado deleite olhos Antônio fortal dono excepcional conversas sugestões maioria abrimento loja terças diversas promoções premiações sorteios magic STAFF Gabriel Kamilla ja diversas vezes atenciosos cordiais vezes loja parada kkkk ideia comigo assuntos tcgs afins cozinha oque pedidos ultimos meses minutos fastfood excelente qualidade restaurante salada smash bardo tropical milkshake famosa linguicinha ferreiro Pratos servidos saborosissimos preço média qualidade fortal bom lugar pacotinho boas histórias fotos dificil momentos incriveis Sucesso maximo Fortal Sara admiração passo nova loja
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,4.8,105,1,3,pt,6 months ago,"Lugar lindo, estacionamento ok, no coracao do guara 2, ruim de chegar de transporte publico. Uma estrela para o ambiente com design, muito bonito.  10 minutos depois de eu chegar na loja, um atendente veio questionar se eu ""já tinha vindo aqui antes?"", dessa forma. A loja fecha meia noite (já ganha outra estrela por isso), mas 22h15 ja colhem pedidos pois a cozinha fecha 23h00. Pedi para trazerem um hamburguer (mais uma estrela, muito bom)e um sorvete DEPOIS, separadamente, pedi expressamente para colocarem no final da fila. Deu 22h28 e me trouxeram os dois juntos, alegando a pressa de fechar. Sim, um brownie e uma bola de sorvete por cima. Até no MC Donalds vc consegue um atendimento mais personalizado.
Enfim, essa é uma loja de jogos em que os atendentes nao entendem nem de jogos de tabuleiro, nem de jogos de cartas, nem de atendimento.",False,False,maior,detrator,maior,850,"Lugar estacionamento coracao guara ruim transporte publico estrela ambiente design bonito minutos loja "" "" forma loja meia noite estrela 22h15 ja pedidos cozinha Pedi hamburguer estrela bom)e sorvete DEPOIS final fila Deu juntos pressa brownie bola sorvete cima MC Donalds vc atendimento personalizado loja jogos atendentes jogos tabuleiro jogos cartas atendimento"
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,4.8,105,2,5,pt,3 months ago,"Ótima loja!
Hambúrgueres muito bons! Atendimento top. Boardgame, TCG, Magic, Pokémon, Yu-Gi-Oh.",False,False,maior,promotor,maior,95,Ótima loja Hambúrgueres bons Atendimento top Boardgame TCG Magic Pokémon Yu-Gi-Oh
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,4.8,105,3,5,pt,2 months ago,"Atendimento muito bom são bem atenciosos e o hambúrguer é uma delícia . APROVADO

O tendente Marcos Pulo é top muito atencioso parabéns",False,False,maior,promotor,maior,135,Atendimento bom atenciosos hambúrguer delícia APROVADO tendente Marcos Pulo top atencioso parabéns
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,4.8,105,4,4,pt,a month ago,"O espaço é excelente e aconchegante. O atendimento é incrível e muito atencioso.  Uma variação muito boa de jogos e vários produtos pra quem joga faz tempo e quem está começando.

Mas, precisamos falar da comida. É um ambiente onde vamos ficar muito tempo e é natural que vamos comer e beber nesse meio tempo. A comida É gostosa mas é MUITO CARA. As porções são muito pequenas e incompatível com o valor. Não é permitido comer coisas de fora lá. Então um pequeno campeonato ou tempo com os amigos vira uma conta individual enorme.",True,False,maior,neutro,maior,530,espaço excelente atendimento incrível atencioso variação boa jogos produtos tempo comida ambiente tempo natural meio tempo comida gostosa CARA porções pequenas incompatível valor coisas pequeno campeonato tempo amigos conta individual enorme
ChIJyzOdkZBnzpQRgrkQrV8p52s,Arcade 80 - Game Lounge,5.0,60,0,5,pt,3 months ago,"Que lugar mais nostálgico!!!!!
Lanches maravilhosos, preços muito boooons, e os jogos e brinquedos… nem se fala! Vale cada centavo e cada minuto nesse lugar!

Atendimento nota 1000000, tudo muito limpo e organizado… faltam elogios! Minha família amou, e já recomendamos para amigos e familiares, porque realmente vale muito a pena.

Quer uma experiência diferenciada e sair satisfeito? Você encontrou o melhor lugar! ✨🎰🎮♟️🎯👾",False,False,maior,promotor,menor,424,lugar nostálgico Lanches maravilhosos preços boooons jogos brinquedos centavo minuto lugar Atendimento limpo elogios família amigos familiares pena experiência satisfeito melhor lugar ✨ 🎮 ️ 🎯 👾
ChIJyzOdkZBnzpQRgrkQrV8p52s,Arcade 80 - Game Lounge,5.0,60,1,5,pt,a month ago,"Que lugar incrível! Tudo superou minhas expectativas. O ambiente é muito agradável, os jogos são muito divertidos e bem cuidados, então dá para passar horas se divertindo.

A comida estava excelente, tudo muito gostoso, e o atendimento foi impecável. A equipe foi muito simpática e atenciosa do começo ao fim, o que deixou a experiência ainda melhor.

Foi uma experiência muito boa do início ao fim. Sem dúvida é um lugar que vale a pena conhecer, e espero voltar em breve!",False,False,maior,promotor,menor,473,lugar incrível expectativas ambiente agradável jogos divertidos cuidados horas comida excelente gostoso atendimento impecável equipe simpática atenciosa começo fim experiência melhor experiência boa início fim dúvida lugar pena breve
ChIJyzOdkZBnzpQRgrkQrV8p52s,Arcade 80 - Game Lounge,5.0,60,2,5,pt,3 months ago,"Ótimo lugar para encontrar amigos e ir com a família!
Lanches deliciosos",False,False,maior,promotor,menor,72,Ótimo lugar amigos família Lanches deliciosos
ChIJyzOdkZBnzpQRgrkQrV8p52s,Arcade 80 - Game Lounge,5.0,60,3,5,pt,4 weeks ago,"Sensacional, os lanches são deliciosos. Ambiente muito familiar, vale muito a pena.",False,False,maior,promotor,menor,83,Sensacional lanches deliciosos Ambiente familiar pena
ChIJyzOdkZBnzpQRgrkQrV8p52s,Arcade 80 - Game Lounge,5.0,60,4,5,pt,a month ago,"Ótimo espaço e atendimento impecável.
Vou recomendar sempre e com certeza voltarei. ✌🏾",False,False,maior,promotor,menor,86,Ótimo espaço atendimento impecável certeza voltarei ✌ 🏾
