,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes
Impulso de Área,0.24854604200902763,0.23334153245451514,0.05964333127376406,0.27277095973075965,1.3576940756958374e-10,0.07847050501019663,0.9533365383251654,0.7147205276430163,0.4673418683501586,0.25004097358719296,0.9501911901611412,9.450281998254864e-05,0.09490047469160158,0.08108141868190846,0.8974085426202518
Influência / Maioria na Área,0.2371597857982728,0.18258739272832475,0.2118524367040227,0.41819119689871453,0.011002451788102696,0.5341023049543674,0.5075364023273401,0.4650371631983222,0.6379383661913506,0.9988675787305338,0.6272359004052875,0.05560806259533414,0.4349620971643099,0.20888795116687223,0.6581535421631952
Investimento,0.001333363201186237,0.1697092221425818,0.8486515403134346,0.7945300109093845,0.19222327035590484,0.8096722232198758,0.6998018874977027,0.2314981196886966,0.8409899038968078,0.7983042641985717,0.7980491307526018,0.03164602223620534,0.04148935445634366,0.079588660674716,0.7536053672225376
Jogadores com Diferentes Habilidades,0.004307730001159387,0.003710101797462565,0.28384915157772006,0.477257941741463,0.05151286691242625,0.06011857588917469,0.25591115386123053,0.0030918380009376427,0.00756648726747787,0.009541842596856082,0.6560563358896011,2.483694544793738e-07,0.0033378471286152327,0.0949068688047061,0.15197852626751354
Jogo em Equipe,0.6645845686951535,0.8526309648509738,0.5158511043427452,0.004860951121923899,0.4539032003414061,0.5639370893558351,0.8926648053982216,0.47582552657006194,0.3701568312002254,0.15087742879789853,0.5953066895406559,0.00013364434669698304,0.003928374208820911,0.2714153496772738,0.9708887806631564
Legado,0.22678088383506126,0.36794883752109847,0.9470930509399731,0.5448421276832477,0.8328687963020077,0.6766167599321943,0.9428971761372883,0.7083179535738324,0.7362805848690053,0.3587937255750896,0.48934351918955327,3.2632045421797066e-06,0.9131186567546754,0.029176332523026642,0.8564249203483774
Leilão / Lances,0.14881961673119548,0.11998870763483593,0.30097112624540595,0.5198549594101419,0.05468676183207557,0.21082954560647404,0.8173500791875169,0.27680629987868777,0.5358138013302016,0.48318460827343723,0.5307491418812553,0.29439197693428704,0.2684341770585072,0.2522776152879181,0.4426427798807859
Leilão: Colocação Fixa,0.25210176988698985,0.40011521794607674,0.35155446958372283,0.14870813458084972,0.7319925053296872,0.7116008147019438,0.6959792816600099,0.5480889552591361,0.6353894642414315,0.6876854643045062,0.6634589225856964,0.6031873416488052,0.9280738541563953,0.22004986875648863,0.6373887840602602
Leilão: Lance Único,0.03009758526149549,0.03782099733790187,0.10412538519697162,0.9244299633302169,0.4857642840587992,0.5197258496383084,0.7592444334593063,0.5171914287250691,0.9197839204406404,0.5170347315851994,0.8258150572634277,0.6266740307032538,0.22146731441902934,0.5293809803509634,0.8171579534465259
Leilão: Lances Restritos,0.5430813073753947,0.5594374797170815,0.18611041098828657,0.440686781018804,0.9951702722318152,0.6001158240038702,0.5540422279045701,0.278558403532938,0.3950506254950274,0.3068478984019926,0.2524574659272137,0.21124291333818038,0.4365489638113452,0.2682283939720874,0.2642980848572118
Linha de Visão,0.6607845104387087,0.6358511912317647,0.5650652060489716,0.794013911842564,0.15801529455306415,0.013094772816151961,0.7354257169876768,0.9156814144837596,0.9910849885586108,0.9123118584761594,0.26833814036567083,7.448473430534529e-05,0.41628181030791417,0.4382650375279533,0.5797475848038683
Mancala,0.04432210014991719,0.09501644736099045,0.35155446958372283,0.7237001746548092,0.7255737859596532,0.7116008147019438,0.2196897878407742,0.032447013755021605,0.09322573036155694,0.0643930044966895,0.03962455492891854,0.21389879702861558,0.31357026202401206,0.7372991605888983,0.039946237231903846
Mapa: Adição,0.13789213008196302,0.2706675885940129,0.8146229794092255,0.5500057955676044,0.9442776615099946,0.7943086117452304,0.40078096841877087,0.03392256412147781,0.19593514127801215,0.15065367878760225,0.8363417713894363,0.020421269248464876,0.37105087332576153,0.9322771256512327,0.49679539289719504
Mapa: Modificação,0.5644626080298272,0.9426700564240968,0.8486515403134346,0.27277095973075965,0.47916643846818974,0.7923968849924877,0.8711161454321358,0.8392996016565103,0.5009625954848341,0.6066752178558046,0.6412184882537101,9.822792761982415e-06,0.0020340302197675744,0.8566365851778533,0.9940201327534587
