ano,recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,meses_no_ano,ano_incompleto,salario_minimo_medio_ano,razao_medio_salario_minimo,var_anual_nominal_pct,var_anual_real_pct
2026,CNAE 56 - alimentação,27 capitais,513435,Atendente de lanchonete,76492,1772.09,1625.09,1697.0,1828.0,1792.3,44.0,False,7,True,1621.0,1.093,5.45,1.68
2021,CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,56506,1286.28,1160.0,1248.0,1396.66,1679.31,44.0,False,12,False,1100.0,1.169,,
2022,CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,82716,1395.01,1260.0,1350.0,1500.0,1676.72,44.0,False,12,False,1212.0,1.151,8.45,-0.15
2023,CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,94463,1508.09,1362.0,1450.0,1611.73,1733.55,44.0,False,12,False,1314.0,1.148,8.11,3.39
2024,CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,104851,1632.85,1466.01,1560.0,1735.0,1799.0,44.0,False,12,False,1412.0,1.156,8.27,3.78
2025,CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,108891,1753.48,1585.76,1671.73,1850.46,1839.34,44.0,False,12,False,1518.0,1.155,7.39,2.24
2026,CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,68155,1857.07,1685.22,1800.0,1975.1,1878.08,44.0,False,7,True,1621.0,1.146,5.91,2.11
2021,CNAE 56 - alimentação,27 capitais,514320,Faxineiro,13801,1245.71,1133.0,1215.0,1293.0,1621.52,44.0,False,12,False,1100.0,1.132,,
2022,CNAE 56 - alimentação,27 capitais,514320,Faxineiro,19783,1350.15,1239.5,1308.96,1391.64,1621.9,44.0,False,12,False,1212.0,1.114,8.38,0.02
2023,CNAE 56 - alimentação,27 capitais,514320,Faxineiro,24820,1456.15,1340.0,1406.16,1517.0,1672.93,44.0,False,12,False,1314.0,1.108,7.85,3.15
2024,CNAE 56 - alimentação,27 capitais,514320,Faxineiro,30693,1572.02,1454.36,1533.82,1638.72,1731.44,44.0,False,12,False,1412.0,1.113,7.96,3.5
2025,CNAE 56 - alimentação,27 capitais,514320,Faxineiro,31647,1684.84,1565.59,1639.44,1764.0,1767.56,44.0,False,12,False,1518.0,1.11,7.18,2.09
2026,CNAE 56 - alimentação,27 capitais,514320,Faxineiro,18706,1787.06,1665.0,1750.0,1837.4,1807.83,44.0,False,7,True,1621.0,1.102,6.07,2.28
2021,CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,7882,1257.72,1132.05,1203.6,1345.77,1639.88,44.0,False,12,False,1100.0,1.143,,
2022,CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,11847,1359.65,1236.12,1304.91,1401.0,1633.54,44.0,False,12,False,1212.0,1.122,8.1,-0.39
2023,CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,14016,1475.51,1338.0,1413.68,1558.0,1695.79,44.0,False,12,False,1314.0,1.123,8.52,3.81
2024,CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,16453,1601.08,1454.36,1524.96,1683.5,1763.33,44.0,False,12,False,1412.0,1.134,8.51,3.98
2025,CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,18346,1709.22,1563.0,1635.87,1802.01,1793.19,44.0,False,12,False,1518.0,1.126,6.75,1.69
2026,CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,11547,1812.65,1658.28,1750.68,1900.0,1833.43,44.0,False,7,True,1621.0,1.118,6.05,2.24
2021,CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,26,2246.39,1262.5,2000.0,2705.81,2943.18,44.0,True,12,False,1100.0,2.042,,
2022,CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,29,1868.45,1305.44,1442.0,2000.0,2244.72,44.0,True,12,False,1212.0,1.542,-16.82,-23.73
2023,CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,44,2059.38,1390.0,1900.0,2500.0,2376.27,44.0,False,12,False,1314.0,1.567,10.22,5.86
2024,CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,50,2235.68,1667.34,2057.59,2427.59,2465.56,44.0,False,12,False,1412.0,1.583,8.56,3.76
2025,CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,53,2385.06,2000.0,2210.36,2700.0,2497.58,44.0,False,12,False,1518.0,1.571,6.68,1.3
2026,CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,28,2544.22,1965.0,2304.23,3074.57,2575.9,44.0,True,7,True,1621.0,1.57,6.67,3.14
2021,CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,4,1593.9,1275.0,1443.0,1761.9,2146.43,44.0,True,12,False,1100.0,1.449,,
2022,CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,4,2483.25,2233.25,2750.0,3000.0,2979.58,44.0,True,12,False,1212.0,2.049,55.8,38.82
2023,CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,7,1584.0,1355.0,1391.0,1842.5,1828.3,44.0,True,12,False,1314.0,1.205,-36.21,-38.64
2024,CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,8,2254.75,1797.5,2000.0,2824.0,2474.43,44.0,True,12,False,1412.0,1.597,42.35,35.34
2025,CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,4,2650.0,2400.0,2750.0,3000.0,2755.3,44.0,True,12,False,1518.0,1.746,17.53,11.35
2026,CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,2,2490.0,2235.0,2490.0,2745.0,2532.83,43.855000000000004,True,7,True,1621.0,1.536,-6.04,-8.07
2021,CNAE 56 - alimentação,Aracaju,371410,Recreador,3,1150.0,1150.0,1150.0,1150.0,1463.21,44.0,True,12,False,1100.0,1.045,,
2022,CNAE 56 - alimentação,Aracaju,371410,Recreador,13,1239.92,1245.0,1245.0,1245.0,1480.49,44.0,True,12,False,1212.0,1.023,7.82,1.18
2023,CNAE 56 - alimentação,Aracaju,371410,Recreador,15,1331.73,1302.0,1302.0,1360.0,1534.96,44.0,True,12,False,1314.0,1.013,7.4,3.68
2024,CNAE 56 - alimentação,Aracaju,371410,Recreador,20,1453.6,1412.0,1450.0,1450.0,1599.87,44.0,True,12,False,1412.0,1.029,9.15,4.23
2025,CNAE 56 - alimentação,Aracaju,371410,Recreador,17,1547.29,1518.0,1560.0,1560.0,1626.43,44.0,True,12,False,1518.0,1.019,6.45,1.66
2026,CNAE 56 - alimentação,Aracaju,371410,Recreador,9,1679.44,1621.0,1621.0,1670.0,1699.55,44.0,True,7,True,1621.0,1.036,8.54,4.5
2021,CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,102,1126.24,1100.0,1100.0,1150.0,1481.03,44.0,False,12,False,1100.0,1.024,,
2022,CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,171,1239.79,1212.0,1212.0,1245.0,1489.51,44.0,False,12,False,1212.0,1.023,10.08,0.57
2023,CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,167,1355.32,1302.0,1360.0,1360.0,1559.24,44.0,False,12,False,1314.0,1.031,9.32,4.68
2024,CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,168,1460.1,1412.0,1450.0,1450.0,1605.99,44.0,False,12,False,1412.0,1.034,7.73,3.0
2025,CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,203,1569.03,1518.0,1560.0,1560.0,1642.84,44.0,False,12,False,1518.0,1.034,7.46,2.29
2026,CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,123,1655.72,1621.0,1621.0,1670.0,1674.14,44.0,False,7,True,1621.0,1.021,5.53,1.91
2021,CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,220,1217.15,1100.0,1150.0,1291.39,1589.5,44.0,False,12,False,1100.0,1.106,,
2022,CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,368,1348.68,1228.95,1265.0,1400.0,1618.84,44.0,False,12,False,1212.0,1.113,10.81,1.85
2023,CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,385,1448.32,1320.0,1360.0,1500.0,1665.3,44.0,False,12,False,1314.0,1.102,7.39,2.87
2024,CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,418,1591.55,1450.0,1479.09,1692.5,1753.32,44.0,False,12,False,1412.0,1.127,9.89,5.29
2025,CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,551,1743.88,1518.0,1600.0,1800.0,1829.27,44.0,False,12,False,1518.0,1.149,9.57,4.33
2026,CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,316,1883.23,1621.0,1765.02,2000.0,1903.63,44.0,False,7,True,1621.0,1.162,7.99,4.07
2021,CNAE 56 - alimentação,Aracaju,513405,Garçom,222,1150.55,1100.0,1122.0,1150.0,1491.83,44.0,False,12,False,1100.0,1.046,,
2022,CNAE 56 - alimentação,Aracaju,513405,Garçom,340,1243.81,1212.0,1245.0,1245.0,1495.75,44.0,False,12,False,1212.0,1.026,8.11,0.26
2023,CNAE 56 - alimentação,Aracaju,513405,Garçom,413,1341.52,1302.0,1360.0,1360.0,1543.83,44.0,False,12,False,1314.0,1.021,7.86,3.21
2024,CNAE 56 - alimentação,Aracaju,513405,Garçom,416,1437.46,1412.0,1450.0,1450.0,1580.57,44.0,False,12,False,1412.0,1.018,7.15,2.38
2025,CNAE 56 - alimentação,Aracaju,513405,Garçom,558,1560.18,1518.0,1541.54,1560.0,1635.97,44.0,False,12,False,1518.0,1.028,8.54,3.51
2026,CNAE 56 - alimentação,Aracaju,513405,Garçom,304,1645.61,1621.0,1621.0,1670.0,1666.01,44.0,False,7,True,1621.0,1.015,5.48,1.84
2021,CNAE 56 - alimentação,Aracaju,513415,Cumim,74,1133.08,1100.0,1105.0,1150.0,1480.89,44.0,False,12,False,1100.0,1.03,,
2022,CNAE 56 - alimentação,Aracaju,513415,Cumim,97,1233.25,1212.0,1245.0,1245.0,1483.53,44.0,False,12,False,1212.0,1.018,8.84,0.18
2023,CNAE 56 - alimentação,Aracaju,513415,Cumim,107,1344.83,1302.0,1360.0,1360.0,1549.19,44.0,False,12,False,1314.0,1.023,9.05,4.43
2024,CNAE 56 - alimentação,Aracaju,513415,Cumim,116,1447.92,1412.0,1450.0,1450.0,1593.1,44.0,False,12,False,1412.0,1.025,7.67,2.83
2025,CNAE 56 - alimentação,Aracaju,513415,Cumim,176,1553.04,1518.0,1560.0,1560.0,1627.92,44.0,False,12,False,1518.0,1.023,7.26,2.19
2026,CNAE 56 - alimentação,Aracaju,513415,Cumim,107,1637.98,1621.0,1621.0,1660.0,1657.58,44.0,False,7,True,1621.0,1.01,5.47,1.82
2021,CNAE 56 - alimentação,Aracaju,513420,Barman,54,1177.45,1100.0,1150.0,1195.68,1537.89,44.0,False,12,False,1100.0,1.07,,
2022,CNAE 56 - alimentação,Aracaju,513420,Barman,82,1306.71,1212.0,1245.0,1300.0,1570.19,44.0,False,12,False,1212.0,1.078,10.98,2.1
2023,CNAE 56 - alimentação,Aracaju,513420,Barman,127,1405.36,1335.0,1391.0,1411.45,1616.87,44.0,False,12,False,1314.0,1.07,7.55,2.97
2024,CNAE 56 - alimentação,Aracaju,513420,Barman,118,1517.03,1450.0,1450.0,1529.07,1667.41,44.0,False,12,False,1412.0,1.074,7.95,3.13
2025,CNAE 56 - alimentação,Aracaju,513420,Barman,160,1659.34,1518.0,1560.0,1725.49,1738.52,44.0,False,12,False,1518.0,1.093,9.38,4.26
2026,CNAE 56 - alimentação,Aracaju,513420,Barman,78,1780.28,1621.0,1670.0,1800.0,1798.48,44.0,False,7,True,1621.0,1.098,7.29,3.45
2021,CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,302,1107.79,1100.0,1100.0,1114.86,1446.46,44.0,False,12,False,1100.0,1.007,,
2022,CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,489,1232.33,1212.0,1245.0,1245.0,1483.38,44.0,False,12,False,1212.0,1.017,11.24,2.55
2023,CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,612,1342.4,1302.0,1360.0,1360.0,1541.17,44.0,False,12,False,1314.0,1.022,8.93,3.9
2024,CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,736,1436.01,1412.0,1450.0,1450.0,1581.55,44.0,False,12,False,1412.0,1.017,6.97,2.62
2025,CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,955,1540.9,1518.0,1518.0,1560.0,1614.57,44.0,False,12,False,1518.0,1.015,7.3,2.09
2026,CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,765,1630.88,1621.0,1621.0,1621.0,1649.27,44.0,False,7,True,1621.0,1.006,5.84,2.15
2021,CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,406,1132.75,1100.0,1100.0,1150.0,1482.26,44.0,False,12,False,1100.0,1.03,,
2022,CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,582,1254.74,1212.0,1245.0,1250.0,1506.69,44.0,False,12,False,1212.0,1.035,10.77,1.65
2023,CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,716,1359.02,1302.0,1360.0,1360.0,1562.32,44.0,False,12,False,1314.0,1.034,8.31,3.69
2024,CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,849,1465.13,1412.0,1450.0,1450.0,1612.88,44.0,False,12,False,1412.0,1.038,7.81,3.24
2025,CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,1051,1570.16,1518.0,1560.0,1568.49,1645.54,44.0,False,12,False,1518.0,1.034,7.17,2.02
2026,CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,660,1666.26,1621.0,1621.0,1670.0,1685.5,44.0,False,7,True,1621.0,1.028,6.12,2.43
2021,CNAE 56 - alimentação,Aracaju,514320,Faxineiro,157,1119.13,1100.0,1100.0,1129.21,1465.92,44.0,False,12,False,1100.0,1.017,,
2022,CNAE 56 - alimentação,Aracaju,514320,Faxineiro,223,1227.33,1212.0,1212.0,1245.0,1475.51,44.0,False,12,False,1212.0,1.013,9.67,0.65
2023,CNAE 56 - alimentação,Aracaju,514320,Faxineiro,290,1333.99,1302.0,1320.0,1360.0,1533.2,44.0,False,12,False,1314.0,1.015,8.69,3.91
2024,CNAE 56 - alimentação,Aracaju,514320,Faxineiro,318,1437.14,1412.0,1430.0,1450.0,1584.3,44.0,False,12,False,1412.0,1.018,7.73,3.33
2025,CNAE 56 - alimentação,Aracaju,514320,Faxineiro,417,1543.79,1518.0,1541.54,1560.0,1618.26,44.0,False,12,False,1518.0,1.017,7.42,2.14
2026,CNAE 56 - alimentação,Aracaju,514320,Faxineiro,283,1635.19,1621.0,1621.0,1650.0,1654.88,44.0,False,7,True,1621.0,1.009,5.92,2.26
2021,CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,56,1113.97,1100.0,1102.0,1114.36,1447.72,44.0,False,12,False,1100.0,1.013,,
2022,CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,64,1228.8,1212.0,1212.0,1245.0,1480.79,44.0,False,12,False,1212.0,1.014,10.31,2.28
2023,CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,57,1368.05,1302.0,1360.0,1360.0,1570.97,44.0,False,12,False,1314.0,1.041,11.33,6.09
2024,CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,102,1445.55,1412.0,1450.0,1450.0,1592.02,44.0,False,12,False,1412.0,1.024,5.66,1.34
2025,CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,101,1577.16,1518.0,1560.0,1635.0,1647.21,44.0,False,12,False,1518.0,1.039,9.1,3.47
2026,CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,84,1674.08,1621.0,1642.5,1670.0,1691.82,44.0,False,7,True,1621.0,1.033,6.15,2.71
2021,CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,358,2328.02,1500.0,2000.0,2895.92,3037.64,44.0,False,12,False,1100.0,2.116,,
2022,CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,458,2243.84,1552.61,2000.0,2675.0,2696.83,44.0,False,12,False,1212.0,1.851,-3.62,-11.22
2023,CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,520,2486.52,1700.0,2100.0,3182.62,2858.33,44.0,False,12,False,1314.0,1.892,10.82,5.99
2024,CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,592,2691.83,1860.46,2348.5,3371.35,2964.39,44.0,False,12,False,1412.0,1.906,8.26,3.71
2025,CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,562,2788.16,1945.0,2500.0,3456.42,2924.76,44.0,False,12,False,1518.0,1.837,3.58,-1.34
2026,CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,400,3117.5,2142.86,2781.0,3821.09,3153.07,44.0,False,7,True,1621.0,1.923,11.81,7.81
2021,CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,84,1833.57,1300.0,1525.0,1952.75,2375.54,44.0,False,12,False,1100.0,1.667,,
2022,CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,116,1910.59,1440.53,1700.0,2200.0,2302.12,44.0,False,12,False,1212.0,1.576,4.2,-3.09
2023,CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,135,2057.09,1600.0,2000.0,2287.0,2366.88,44.0,False,12,False,1314.0,1.566,7.67,2.81
2024,CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,128,2208.53,1700.0,2000.0,2600.0,2432.54,44.0,False,12,False,1412.0,1.564,7.36,2.77
2025,CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,145,2492.34,2000.0,2317.22,2800.0,2619.83,44.0,False,12,False,1518.0,1.642,12.85,7.7
2026,CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,101,2408.52,2000.0,2275.0,2700.0,2438.72,44.0,False,7,True,1621.0,1.486,-3.36,-6.91
2021,CNAE 56 - alimentação,Belo Horizonte,371410,Recreador,33,1258.94,1200.0,1250.0,1250.0,1601.99,44.0,False,12,False,1100.0,1.144,,
2022,CNAE 56 - alimentação,Belo Horizonte,371410,Recreador,57,1414.14,1250.0,1338.0,1700.0,1698.18,44.0,False,12,False,1212.0,1.167,12.33,6.0
2023,CNAE 56 - alimentação,Belo Horizonte,371410,Recreador,64,1446.74,1338.0,1372.0,1418.07,1662.71,44.0,False,12,False,1314.0,1.101,2.31,-2.09
2024,CNAE 56 - alimentação,Belo Horizonte,371410,Recreador,90,1593.96,1496.0,1500.0,1700.0,1754.23,44.0,False,12,False,1412.0,1.129,10.18,5.5
