ano,recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,meses_no_ano,ano_incompleto,salario_minimo_medio_ano,razao_medio_salario_minimo,var_anual_nominal_pct,var_anual_real_pct
2024,todas as atividades,Aracaju,141510,Gerente de restaurante,59,2939.05,1800.0,2100.0,2510.0,3230.58,44.0,False,12,False,1412.0,2.081,25.1,19.45
2025,todas as atividades,Aracaju,141510,Gerente de restaurante,57,2367.79,2000.0,2200.0,2700.0,2481.27,44.0,False,12,False,1518.0,1.56,-19.44,-23.19
2026,todas as atividades,Aracaju,141510,Gerente de restaurante,29,2732.35,2000.0,2304.23,3200.0,2763.13,44.0,True,7,True,1621.0,1.686,15.4,11.36
2021,todas as atividades,Aracaju,141515,Gerente de bar,5,1547.12,1300.0,1360.0,1586.0,2063.22,44.0,True,12,False,1100.0,1.406,,
2022,todas as atividades,Aracaju,141515,Gerente de bar,6,2322.17,1750.0,2500.0,2875.0,2795.28,44.0,True,12,False,1212.0,1.916,50.1,35.48
2023,todas as atividades,Aracaju,141515,Gerente de bar,9,1554.44,1350.0,1391.0,1700.0,1795.58,44.0,True,12,False,1314.0,1.183,-33.06,-35.76
2024,todas as atividades,Aracaju,141515,Gerente de bar,10,2218.8,1792.5,2000.0,2743.0,2436.68,44.0,True,12,False,1412.0,1.571,42.74,35.7
2025,todas as atividades,Aracaju,141515,Gerente de bar,5,2423.6,2100.0,2500.0,3000.0,2525.12,44.0,True,12,False,1518.0,1.597,9.23,3.63
2026,todas as atividades,Aracaju,141515,Gerente de bar,2,2490.0,2235.0,2490.0,2745.0,2532.83,43.855000000000004,True,7,True,1621.0,1.536,2.74,0.31
2021,todas as atividades,Aracaju,371410,Recreador,18,1390.15,1100.0,1118.32,1159.0,1788.86,44.0,True,12,False,1100.0,1.264,,
2022,todas as atividades,Aracaju,371410,Recreador,30,1262.53,1212.0,1212.0,1245.0,1521.2,44.0,False,12,False,1212.0,1.042,-9.18,-14.96
2023,todas as atividades,Aracaju,371410,Recreador,28,1359.24,1302.0,1331.5,1360.0,1564.48,44.0,True,12,False,1314.0,1.034,7.66,2.85
2024,todas as atividades,Aracaju,371410,Recreador,89,1472.68,1412.0,1450.0,1451.0,1623.61,44.0,False,12,False,1412.0,1.043,8.35,3.78
2025,todas as atividades,Aracaju,371410,Recreador,45,1549.57,1518.0,1536.18,1593.9,1629.05,44.0,False,12,False,1518.0,1.021,5.22,0.34
2026,todas as atividades,Aracaju,371410,Recreador,39,1685.18,1621.0,1640.49,1710.15,1707.18,44.0,False,7,True,1621.0,1.04,8.75,4.8
2021,todas as atividades,Aracaju,421125,Operador de caixa,1052,1144.63,1114.86,1136.5,1162.0,1501.53,44.0,False,12,False,1100.0,1.041,,
2022,todas as atividades,Aracaju,421125,Operador de caixa,1439,1260.92,1212.0,1266.0,1297.82,1514.14,44.0,False,12,False,1212.0,1.04,10.16,0.84
2023,todas as atividades,Aracaju,421125,Operador de caixa,1378,1363.7,1336.11,1375.0,1375.0,1565.7,44.0,False,12,False,1314.0,1.038,8.15,3.41
2024,todas as atividades,Aracaju,421125,Operador de caixa,1761,1479.59,1425.6,1512.0,1512.0,1626.89,44.0,False,12,False,1412.0,1.048,8.5,3.91
2025,todas as atividades,Aracaju,421125,Operador de caixa,1954,1583.25,1518.0,1555.26,1650.0,1660.12,44.0,False,12,False,1518.0,1.043,7.01,2.04
2026,todas as atividades,Aracaju,421125,Operador de caixa,1006,1681.49,1635.0,1659.79,1700.4,1700.4,44.0,False,7,True,1621.0,1.037,6.2,2.43
2021,todas as atividades,Aracaju,513205,Cozinheiro geral,375,1248.87,1100.0,1193.32,1300.0,1630.58,44.0,False,12,False,1100.0,1.135,,
2022,todas as atividades,Aracaju,513205,Cozinheiro geral,560,1355.53,1223.37,1265.0,1442.96,1627.84,44.0,False,12,False,1212.0,1.118,8.54,-0.17
2023,todas as atividades,Aracaju,513205,Cozinheiro geral,556,1461.43,1320.0,1360.0,1506.72,1680.61,44.0,False,12,False,1314.0,1.112,7.81,3.24
2024,todas as atividades,Aracaju,513205,Cozinheiro geral,598,1583.88,1412.0,1468.48,1648.97,1745.03,44.0,False,12,False,1412.0,1.122,8.38,3.83
2025,todas as atividades,Aracaju,513205,Cozinheiro geral,822,1707.45,1518.0,1580.0,1800.0,1790.88,44.0,False,12,False,1518.0,1.125,7.8,2.63
2026,todas as atividades,Aracaju,513205,Cozinheiro geral,444,1855.02,1621.0,1737.28,1991.6,1874.85,44.0,False,7,True,1621.0,1.144,8.64,4.69
2021,todas as atividades,Aracaju,513405,Garçom,313,1168.97,1100.0,1150.0,1155.0,1514.0,44.0,False,12,False,1100.0,1.063,,
2022,todas as atividades,Aracaju,513405,Garçom,440,1270.57,1212.0,1245.0,1245.0,1528.52,44.0,False,12,False,1212.0,1.048,8.69,0.96
2023,todas as atividades,Aracaju,513405,Garçom,517,1369.55,1302.0,1360.0,1360.0,1575.54,44.0,False,12,False,1314.0,1.042,7.79,3.08
2024,todas as atividades,Aracaju,513405,Garçom,533,1459.42,1412.0,1450.0,1450.0,1604.65,44.0,False,12,False,1412.0,1.034,6.56,1.85
2025,todas as atividades,Aracaju,513405,Garçom,694,1572.37,1518.0,1560.0,1560.0,1649.71,44.0,False,12,False,1518.0,1.036,7.74,2.81
2026,todas as atividades,Aracaju,513405,Garçom,362,1655.12,1621.0,1621.0,1670.0,1675.55,44.0,False,7,True,1621.0,1.021,5.26,1.57
2021,todas as atividades,Aracaju,513415,Cumim,84,1132.74,1100.0,1130.0,1150.0,1479.47,44.0,False,12,False,1100.0,1.03,,
2022,todas as atividades,Aracaju,513415,Cumim,116,1231.66,1212.0,1228.5,1245.0,1483.32,44.0,False,12,False,1212.0,1.016,8.73,0.26
2023,todas as atividades,Aracaju,513415,Cumim,138,1345.41,1302.0,1360.0,1360.0,1547.77,44.0,False,12,False,1314.0,1.024,9.24,4.34
2024,todas as atividades,Aracaju,513415,Cumim,147,1445.44,1412.0,1450.0,1450.0,1591.74,44.0,False,12,False,1412.0,1.024,7.43,2.84
2025,todas as atividades,Aracaju,513415,Cumim,212,1551.7,1518.0,1560.0,1560.0,1627.42,44.0,False,12,False,1518.0,1.022,7.35,2.24
2026,todas as atividades,Aracaju,513415,Cumim,125,1640.84,1621.0,1621.0,1670.0,1660.01,44.0,False,7,True,1621.0,1.012,5.74,2.0
2021,todas as atividades,Aracaju,513420,Barman,63,1178.05,1100.0,1150.0,1200.0,1534.77,44.0,False,12,False,1100.0,1.071,,
2022,todas as atividades,Aracaju,513420,Barman,102,1301.13,1212.0,1245.0,1305.18,1564.77,44.0,False,12,False,1212.0,1.074,10.45,1.95
2023,todas as atividades,Aracaju,513420,Barman,133,1410.17,1350.0,1391.0,1411.45,1622.56,44.0,False,12,False,1314.0,1.073,8.38,3.69
2024,todas as atividades,Aracaju,513420,Barman,122,1530.56,1450.0,1450.0,1529.07,1682.9,44.0,False,12,False,1412.0,1.084,8.54,3.72
2025,todas as atividades,Aracaju,513420,Barman,174,1657.07,1518.0,1560.0,1700.0,1736.36,44.0,False,12,False,1518.0,1.092,8.27,3.18
2026,todas as atividades,Aracaju,513420,Barman,80,1777.82,1621.0,1670.0,1800.0,1795.9,44.0,False,7,True,1621.0,1.097,7.29,3.43
2021,todas as atividades,Aracaju,513435,Atendente de lanchonete,415,1121.43,1100.0,1100.0,1149.91,1461.49,44.0,False,12,False,1100.0,1.019,,
2022,todas as atividades,Aracaju,513435,Atendente de lanchonete,659,1247.66,1212.0,1240.91,1245.0,1500.1,44.0,False,12,False,1212.0,1.029,11.26,2.64
2023,todas as atividades,Aracaju,513435,Atendente de lanchonete,813,1352.95,1320.0,1360.0,1360.0,1553.72,44.0,False,12,False,1314.0,1.03,8.44,3.57
2024,todas as atividades,Aracaju,513435,Atendente de lanchonete,970,1451.53,1412.0,1450.0,1450.0,1597.62,44.0,False,12,False,1412.0,1.028,7.29,2.83
2025,todas as atividades,Aracaju,513435,Atendente de lanchonete,1215,1551.28,1518.0,1550.0,1560.0,1625.62,44.0,False,12,False,1518.0,1.022,6.87,1.75
2026,todas as atividades,Aracaju,513435,Atendente de lanchonete,893,1635.56,1621.0,1621.0,1650.0,1654.0,44.0,False,7,True,1621.0,1.009,5.43,1.75
2021,todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,633,1136.38,1100.0,1114.36,1150.0,1485.2,44.0,False,12,False,1100.0,1.033,,
2022,todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,901,1264.88,1212.0,1225.79,1270.0,1518.96,44.0,False,12,False,1212.0,1.044,11.31,2.27
2023,todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,1087,1367.54,1303.26,1360.0,1360.0,1572.47,44.0,False,12,False,1314.0,1.041,8.12,3.52
2024,todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,1300,1468.87,1412.0,1450.0,1450.5,1616.66,44.0,False,12,False,1412.0,1.04,7.41,2.81
2025,todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,1593,1575.64,1518.0,1560.0,1568.49,1651.72,44.0,False,12,False,1518.0,1.038,7.27,2.17
2026,todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,968,1674.52,1621.0,1635.0,1678.28,1693.93,44.0,False,7,True,1621.0,1.033,6.28,2.56
2021,todas as atividades,Aracaju,514320,Faxineiro,1466,1119.47,1100.0,1100.92,1121.03,1469.64,44.0,False,12,False,1100.0,1.018,,
2022,todas as atividades,Aracaju,514320,Faxineiro,2253,1242.33,1212.0,1212.99,1266.0,1493.64,44.0,False,12,False,1212.0,1.025,10.97,1.63
2023,todas as atividades,Aracaju,514320,Faxineiro,2405,1343.09,1303.11,1320.0,1360.0,1544.4,44.0,False,12,False,1314.0,1.022,8.11,3.4
2024,todas as atividades,Aracaju,514320,Faxineiro,2658,1432.99,1412.0,1412.0,1444.0,1580.09,44.0,False,12,False,1412.0,1.015,6.69,2.31
2025,todas as atividades,Aracaju,514320,Faxineiro,3918,1535.58,1518.0,1518.0,1523.77,1612.12,44.0,False,12,False,1518.0,1.012,7.16,2.03
2026,todas as atividades,Aracaju,514320,Faxineiro,1964,1639.5,1621.0,1621.0,1635.0,1657.82,44.0,False,7,True,1621.0,1.011,6.77,2.83
2021,todas as atividades,Aracaju,521140,Atendente de lojas e mercados,880,1140.56,1114.36,1136.5,1162.0,1486.84,44.0,False,12,False,1100.0,1.037,,
2022,todas as atividades,Aracaju,521140,Atendente de lojas e mercados,1130,1253.17,1212.0,1266.0,1266.28,1504.97,44.0,False,12,False,1212.0,1.034,9.87,1.22
2023,todas as atividades,Aracaju,521140,Atendente de lojas e mercados,1160,1354.19,1320.0,1367.58,1375.0,1555.41,44.0,False,12,False,1314.0,1.031,8.06,3.35
2024,todas as atividades,Aracaju,521140,Atendente de lojas e mercados,1737,1464.63,1412.0,1450.0,1512.0,1609.35,44.0,False,12,False,1412.0,1.037,8.16,3.47
2025,todas as atividades,Aracaju,521140,Atendente de lojas e mercados,2066,1571.6,1518.0,1551.21,1635.0,1645.27,44.0,False,12,False,1518.0,1.035,7.3,2.23
2026,todas as atividades,Aracaju,521140,Atendente de lojas e mercados,1458,1675.7,1635.0,1659.79,1661.0,1692.4,44.0,False,7,True,1621.0,1.034,6.62,2.86
2021,todas as atividades,Belo Horizonte,141510,Gerente de restaurante,402,2356.31,1500.0,2000.0,3000.0,3076.23,44.0,False,12,False,1100.0,2.142,,
2022,todas as atividades,Belo Horizonte,141510,Gerente de restaurante,515,2240.72,1513.63,2000.0,2575.0,2693.23,44.0,False,12,False,1212.0,1.849,-4.91,-12.45
2023,todas as atividades,Belo Horizonte,141510,Gerente de restaurante,590,2436.86,1700.0,2004.32,3132.18,2801.18,44.0,False,12,False,1314.0,1.855,8.75,4.01
2024,todas as atividades,Belo Horizonte,141510,Gerente de restaurante,669,2667.95,1820.0,2280.0,3371.35,2938.84,44.0,False,12,False,1412.0,1.889,9.48,4.91
2025,todas as atividades,Belo Horizonte,141510,Gerente de restaurante,655,2770.25,1945.0,2500.0,3330.94,2905.78,44.0,False,12,False,1518.0,1.825,3.83,-1.12
2026,todas as atividades,Belo Horizonte,141510,Gerente de restaurante,470,3083.77,2100.0,2700.0,3663.21,3118.97,44.0,False,7,True,1621.0,1.902,11.32,7.34
2021,todas as atividades,Belo Horizonte,141515,Gerente de bar,112,1892.13,1300.0,1600.0,2125.0,2453.98,44.0,False,12,False,1100.0,1.72,,
2022,todas as atividades,Belo Horizonte,141515,Gerente de bar,158,1941.67,1456.55,1700.0,2200.0,2338.23,44.0,False,12,False,1212.0,1.602,2.62,-4.72
2023,todas as atividades,Belo Horizonte,141515,Gerente de bar,169,2044.71,1600.0,1998.0,2330.46,2351.88,44.0,False,12,False,1314.0,1.556,5.31,0.58
2024,todas as atividades,Belo Horizonte,141515,Gerente de bar,155,2209.61,1739.55,2000.0,2575.0,2434.35,44.0,False,12,False,1412.0,1.565,8.06,3.51
2025,todas as atividades,Belo Horizonte,141515,Gerente de bar,165,2457.85,1982.2,2300.0,2800.0,2584.17,44.0,False,12,False,1518.0,1.619,11.23,6.15
2026,todas as atividades,Belo Horizonte,141515,Gerente de bar,116,2556.64,2000.0,2275.0,2843.75,2587.95,44.0,False,7,True,1621.0,1.577,4.02,0.15
2021,todas as atividades,Belo Horizonte,371410,Recreador,255,1353.89,1140.0,1260.0,1505.14,1756.67,44.0,False,12,False,1100.0,1.231,,
2022,todas as atividades,Belo Horizonte,371410,Recreador,1084,1468.04,1268.0,1501.98,1501.98,1760.72,44.0,False,12,False,1212.0,1.211,8.43,0.23
2023,todas as atividades,Belo Horizonte,371410,Recreador,1103,1573.15,1368.0,1501.98,1682.22,1812.99,44.0,False,12,False,1314.0,1.197,7.16,2.97
2024,todas as atividades,Belo Horizonte,371410,Recreador,1082,1766.19,1496.0,1682.22,1875.0,1953.69,44.0,False,12,False,1412.0,1.251,12.27,7.76
2025,todas as atividades,Belo Horizonte,371410,Recreador,1013,1865.07,1669.2,1926.75,1958.01,1957.63,44.0,False,12,False,1518.0,1.229,5.6,0.2
2026,todas as atividades,Belo Horizonte,371410,Recreador,665,2277.99,1830.82,2622.4,2622.4,2304.22,44.0,False,7,True,1621.0,1.405,22.14,17.7
2021,todas as atividades,Belo Horizonte,421125,Operador de caixa,10036,1221.02,1161.06,1206.85,1240.0,1592.74,44.0,False,12,False,1100.0,1.11,,
2022,todas as atividades,Belo Horizonte,421125,Operador de caixa,12631,1335.14,1244.33,1350.0,1369.03,1601.57,44.0,False,12,False,1212.0,1.102,9.35,0.55
2023,todas as atividades,Belo Horizonte,421125,Operador de caixa,14426,1461.5,1365.25,1500.0,1500.0,1678.83,44.0,False,12,False,1314.0,1.112,9.46,4.82
2024,todas as atividades,Belo Horizonte,421125,Operador de caixa,17128,1578.93,1500.0,1600.0,1600.0,1737.56,44.0,False,12,False,1412.0,1.118,8.03,3.5
2025,todas as atividades,Belo Horizonte,421125,Operador de caixa,17621,1686.6,1600.0,1720.0,1720.0,1768.72,44.0,False,12,False,1518.0,1.111,6.82,1.79
2026,todas as atividades,Belo Horizonte,421125,Operador de caixa,9515,1794.2,1720.0,1836.79,1837.0,1814.23,44.0,False,7,True,1621.0,1.107,6.38,2.57
2021,todas as atividades,Belo Horizonte,513205,Cozinheiro geral,3337,1347.17,1137.15,1283.0,1492.65,1755.47,44.0,False,12,False,1100.0,1.225,,
2022,todas as atividades,Belo Horizonte,513205,Cozinheiro geral,4852,1456.58,1250.0,1400.0,1600.0,1751.56,44.0,False,12,False,1212.0,1.202,8.12,-0.22
2023,todas as atividades,Belo Horizonte,513205,Cozinheiro geral,4831,1598.95,1400.0,1500.0,1750.0,1838.82,44.0,False,12,False,1314.0,1.217,9.77,4.98
2024,todas as atividades,Belo Horizonte,513205,Cozinheiro geral,5199,1744.48,1500.0,1650.0,1900.0,1922.58,44.0,False,12,False,1412.0,1.235,9.1,4.56
2025,todas as atividades,Belo Horizonte,513205,Cozinheiro geral,5634,1913.0,1650.0,1800.0,2100.0,2009.03,44.0,False,12,False,1518.0,1.26,9.66,4.5
2026,todas as atividades,Belo Horizonte,513205,Cozinheiro geral,3262,2060.47,1738.0,2000.0,2285.0,2083.49,44.0,False,7,True,1621.0,1.271,7.71,3.71
2021,todas as atividades,Belo Horizonte,513405,Garçom,1709,1197.05,1100.0,1150.0,1224.88,1549.69,44.0,False,12,False,1100.0,1.088,,
2022,todas as atividades,Belo Horizonte,513405,Garçom,2706,1295.91,1212.0,1212.0,1338.26,1558.37,44.0,False,12,False,1212.0,1.069,8.26,0.56
2023,todas as atividades,Belo Horizonte,513405,Garçom,2939,1445.63,1338.0,1388.0,1470.31,1662.18,44.0,False,12,False,1314.0,1.1,11.55,6.66
2024,todas as atividades,Belo Horizonte,513405,Garçom,3000,1577.35,1500.0,1550.0,1569.48,1738.07,44.0,False,12,False,1412.0,1.117,9.11,4.57
2025,todas as atividades,Belo Horizonte,513405,Garçom,3054,1694.79,1623.93,1623.94,1677.0,1778.05,44.0,False,12,False,1518.0,1.116,7.45,2.3
2026,todas as atividades,Belo Horizonte,513405,Garçom,1792,1800.18,1738.0,1738.0,1800.0,1820.98,44.0,False,7,True,1621.0,1.111,6.22,2.41
2021,todas as atividades,Belo Horizonte,513415,Cumim,332,1177.04,1100.0,1156.37,1208.14,1527.75,44.0,False,12,False,1100.0,1.07,,
2022,todas as atividades,Belo Horizonte,513415,Cumim,607,1279.79,1212.0,1295.0,1310.64,1536.49,44.0,False,12,False,1212.0,1.056,8.73,0.57
2023,todas as atividades,Belo Horizonte,513415,Cumim,801,1392.48,1325.0,1388.0,1418.0,1601.56,44.0,False,12,False,1314.0,1.06,8.81,4.23
2024,todas as atividades,Belo Horizonte,513415,Cumim,832,1516.95,1496.0,1498.27,1550.0,1670.35,44.0,False,12,False,1412.0,1.074,8.94,4.3
2025,todas as atividades,Belo Horizonte,513415,Cumim,752,1627.88,1585.76,1589.63,1669.2,1710.35,44.0,False,12,False,1518.0,1.072,7.31,2.39
2026,todas as atividades,Belo Horizonte,513415,Cumim,336,1740.31,1697.0,1704.34,1750.0,1761.17,44.0,False,7,True,1621.0,1.074,6.91,2.97
2021,todas as atividades,Belo Horizonte,513420,Barman,185,1267.0,1100.0,1200.0,1310.64,1642.52,44.0,False,12,False,1100.0,1.152,,
2022,todas as atividades,Belo Horizonte,513420,Barman,390,1360.42,1212.0,1300.0,1500.0,1634.4,44.0,False,12,False,1212.0,1.122,7.37,-0.49
2023,todas as atividades,Belo Horizonte,513420,Barman,471,1495.9,1372.0,1418.0,1541.53,1719.43,44.0,False,12,False,1314.0,1.138,9.96,5.2
2024,todas as atividades,Belo Horizonte,513420,Barman,457,1640.73,1496.0,1550.0,1725.0,1807.24,44.0,False,12,False,1412.0,1.162,9.68,5.11
2025,todas as atividades,Belo Horizonte,513420,Barman,480,1777.91,1586.0,1650.0,1886.0,1865.46,44.0,False,12,False,1518.0,1.171,8.36,3.22
2026,todas as atividades,Belo Horizonte,513420,Barman,272,1855.36,1697.0,1738.0,2000.0,1879.03,44.0,False,7,True,1621.0,1.145,4.36,0.73
2021,todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,4593,1158.63,1100.0,1119.96,1200.0,1506.14,44.0,False,12,False,1100.0,1.053,,
2022,todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,7959,1261.94,1212.0,1212.22,1300.0,1516.06,44.0,False,12,False,1212.0,1.041,8.92,0.66
2023,todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,8833,1381.51,1338.0,1365.25,1418.0,1588.43,44.0,False,12,False,1314.0,1.051,9.48,4.77
2024,todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,8784,1508.42,1470.0,1496.0,1528.0,1663.05,44.0,False,12,False,1412.0,1.068,9.19,4.7
2025,todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,9695,1621.82,1580.25,1585.76,1643.63,1700.9,44.0,False,12,False,1518.0,1.068,7.52,2.28
2026,todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,7758,1736.34,1688.0,1700.0,1791.33,1757.17,44.0,False,7,True,1621.0,1.071,7.06,3.31
2021,todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,6147,1185.84,1101.95,1150.0,1206.85,1552.77,44.0,False,12,False,1100.0,1.078,,
2022,todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,8629,1300.37,1212.0,1270.0,1350.0,1561.97,44.0,False,12,False,1212.0,1.073,9.66,0.59
2023,todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,9561,1424.6,1338.0,1400.0,1480.0,1637.16,44.0,False,12,False,1314.0,1.084,9.55,4.81
2024,todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,10183,1547.45,1470.0,1500.0,1600.0,1704.76,44.0,False,12,False,1412.0,1.096,8.62,4.13
2025,todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,10523,1671.77,1585.76,1611.3,1720.0,1753.58,44.0,False,12,False,1518.0,1.101,8.03,2.86
2026,todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,6772,1781.78,1688.0,1727.54,1836.79,1800.69,44.0,False,7,True,1621.0,1.099,6.58,2.69
2021,todas as atividades,Belo Horizonte,514320,Faxineiro,19453,1220.28,1154.88,1211.81,1227.75,1598.11,44.0,False,12,False,1100.0,1.109,,
2022,todas as atividades,Belo Horizonte,514320,Faxineiro,25409,1325.36,1238.77,1339.14,1352.49,1593.75,44.0,False,12,False,1212.0,1.094,8.61,-0.27
2023,todas as atividades,Belo Horizonte,514320,Faxineiro,27360,1430.68,1365.11,1440.4,1440.41,1645.19,44.0,False,12,False,1314.0,1.089,7.95,3.23
2024,todas as atividades,Belo Horizonte,514320,Faxineiro,30737,1543.54,1485.0,1541.23,1541.24,1699.72,44.0,False,12,False,1412.0,1.093,7.89,3.31
2025,todas as atividades,Belo Horizonte,514320,Faxineiro,33030,1655.24,1596.27,1649.12,1649.12,1736.36,44.0,False,12,False,1518.0,1.09,7.24,2.16
2026,todas as atividades,Belo Horizonte,514320,Faxineiro,21837,1765.21,1700.0,1772.8,1772.8,1783.57,44.0,False,7,True,1621.0,1.089,6.64,2.72
2021,todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,7650,1195.68,1138.0,1170.4,1235.88,1562.45,44.0,False,12,False,1100.0,1.087,,
2022,todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,11036,1303.3,1212.0,1270.0,1350.0,1565.12,44.0,False,12,False,1212.0,1.075,9.0,0.17
2023,todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,12788,1424.76,1365.25,1400.0,1500.0,1636.22,44.0,False,12,False,1314.0,1.084,9.32,4.54
2024,todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,15478,1551.75,1470.0,1528.0,1600.0,1708.21,44.0,False,12,False,1412.0,1.099,8.91,4.4
2025,todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,15777,1673.5,1580.25,1634.96,1720.0,1755.82,44.0,False,12,False,1518.0,1.102,7.85,2.79
2026,todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,9785,1792.72,1700.0,1750.0,1844.0,1812.18,44.0,False,7,True,1621.0,1.106,7.12,3.21
2021,todas as atividades,Belém,141510,Gerente de restaurante,48,1818.8,1250.0,1702.0,2000.0,2387.89,44.0,False,12,False,1100.0,1.653,,
2022,todas as atividades,Belém,141510,Gerente de restaurante,58,2019.49,1509.82,1760.0,2364.83,2424.42,44.0,False,12,False,1212.0,1.666,11.03,1.53
2023,todas as atividades,Belém,141510,Gerente de restaurante,64,2381.49,1500.0,1900.0,3000.0,2739.98,44.0,False,12,False,1314.0,1.812,17.93,13.02
2024,todas as atividades,Belém,141510,Gerente de restaurante,58,2235.21,1519.55,2000.0,2673.15,2469.36,44.0,False,12,False,1412.0,1.583,-6.14,-9.88
2025,todas as atividades,Belém,141510,Gerente de restaurante,99,3024.65,1800.0,2300.0,3101.78,3158.61,44.0,False,12,False,1518.0,1.993,35.32,27.91
2026,todas as atividades,Belém,141510,Gerente de restaurante,42,2846.74,1825.0,2213.0,3300.8,2880.97,44.0,False,7,True,1621.0,1.756,-5.88,-8.79
2021,todas as atividades,Belém,141515,Gerente de bar,11,1716.24,1271.45,1800.0,2000.0,2250.89,44.0,True,12,False,1100.0,1.56,,
2022,todas as atividades,Belém,141515,Gerente de bar,13,1725.87,1500.0,1561.76,2000.0,2064.59,44.0,True,12,False,1212.0,1.424,0.56,-8.28
2023,todas as atividades,Belém,141515,Gerente de bar,19,1804.0,1459.7,1500.0,2033.25,2074.22,44.0,True,12,False,1314.0,1.373,4.53,0.47
2024,todas as atividades,Belém,141515,Gerente de bar,21,1662.43,1412.0,1482.6,1800.0,1830.22,44.0,True,12,False,1412.0,1.177,-7.85,-11.76
2025,todas as atividades,Belém,141515,Gerente de bar,31,2117.44,1473.5,1580.0,2300.0,2227.64,44.0,False,12,False,1518.0,1.395,27.37,21.71
2026,todas as atividades,Belém,141515,Gerente de bar,14,1836.58,1674.8,1725.28,2000.0,1858.25,44.0,True,7,True,1621.0,1.133,-13.26,-16.58
2021,todas as atividades,Belém,371410,Recreador,17,1175.84,1100.0,1150.0,1180.0,1520.83,44.0,True,12,False,1100.0,1.069,,
2022,todas as atividades,Belém,371410,Recreador,41,1347.3,1212.0,1239.5,1309.71,1616.87,44.0,False,12,False,1212.0,1.112,14.58,6.31
2023,todas as atividades,Belém,371410,Recreador,33,1362.77,1309.71,1320.0,1367.44,1568.12,44.0,False,12,False,1314.0,1.037,1.15,-3.02
2024,todas as atividades,Belém,371410,Recreador,72,1284.09,1412.0,1412.0,1414.15,1419.03,44.0,False,12,False,1412.0,0.909,-5.77,-9.51
2025,todas as atividades,Belém,371410,Recreador,80,1624.38,1518.0,1520.0,1609.03,1704.4,44.0,False,12,False,1518.0,1.07,26.5,20.11
2026,todas as atividades,Belém,371410,Recreador,29,1691.65,1621.0,1621.0,1728.0,1710.91,44.0,True,7,True,1621.0,1.044,4.14,0.38
2021,todas as atividades,Belém,421125,Operador de caixa,2229,1249.32,1100.0,1277.05,1327.65,1630.72,44.0,False,12,False,1100.0,1.136,,
2022,todas as atividades,Belém,421125,Operador de caixa,2220,1339.93,1212.0,1309.68,1414.0,1611.51,44.0,False,12,False,1212.0,1.106,7.25,-1.18
2023,todas as atividades,Belém,421125,Operador de caixa,2159,1458.07,1320.0,1422.95,1566.0,1672.84,44.0,False,12,False,1314.0,1.11,8.82,3.81
2024,todas as atividades,Belém,421125,Operador de caixa,2821,1539.76,1412.0,1500.0,1675.0,1691.4,44.0,False,12,False,1412.0,1.09,5.6,1.11
2025,todas as atividades,Belém,421125,Operador de caixa,3108,1652.03,1518.0,1600.0,1780.0,1729.58,44.0,False,12,False,1518.0,1.088,7.29,2.26
2026,todas as atividades,Belém,421125,Operador de caixa,1752,1742.18,1621.0,1701.0,1860.0,1761.62,44.0,False,7,True,1621.0,1.075,5.46,1.85
2021,todas as atividades,Belém,513205,Cozinheiro geral,641,1281.22,1155.0,1211.81,1319.0,1671.74,44.0,False,12,False,1100.0,1.165,,
2022,todas as atividades,Belém,513205,Cozinheiro geral,894,1368.72,1214.0,1301.47,1429.8,1647.0,44.0,False,12,False,1212.0,1.129,6.83,-1.48
2023,todas as atividades,Belém,513205,Cozinheiro geral,954,1455.07,1335.6,1399.2,1500.0,1673.62,44.0,False,12,False,1314.0,1.107,6.31,1.62
