recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,periodo_competencia
CNAE 56 - alimentação,Natal,514320,Faxineiro,365,1630.5,1595.0,1621.0,1653.0,1666.64,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,514320,Faxineiro,110,1688.17,1609.9,1700.0,1708.35,1721.96,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,514320,Faxineiro,1258,1782.18,1765.86,1770.85,1831.0,1822.9,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,514320,Faxineiro,92,1666.74,1598.0,1639.0,1706.5,1704.07,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,514320,Faxineiro,1372,1658.48,1638.65,1668.0,1700.0,1696.32,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,514320,Faxineiro,67,1595.76,1518.0,1621.0,1621.0,1633.52,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,514320,Faxineiro,4695,1703.15,1621.0,1689.35,1800.68,1741.41,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,514320,Faxineiro,1470,1630.79,1625.09,1625.09,1625.09,1667.27,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,514320,Faxineiro,709,1638.8,1636.74,1636.74,1665.59,1678.0,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,514320,Faxineiro,7320,1923.67,1804.0,1837.4,2050.01,1968.67,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,514320,Faxineiro,167,1627.79,1568.0,1647.57,1675.0,1664.35,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,514320,Faxineiro,578,1702.46,1553.88,1704.0,1821.89,1756.93,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,521140,Atendente de lojas e mercados,153,1636.82,1560.0,1621.0,1660.0,1674.56,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,521140,Atendente de lojas e mercados,1857,1698.59,1600.0,1697.0,1738.0,1737.82,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,521140,Atendente de lojas e mercados,336,1611.77,1580.0,1621.0,1636.18,1649.24,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,521140,Atendente de lojas e mercados,56,1625.8,1597.7,1621.0,1621.0,1656.48,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,521140,Atendente de lojas e mercados,1619,1700.22,1639.44,1700.0,1750.68,1737.03,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,521140,Atendente de lojas e mercados,306,1733.93,1621.0,1691.2,1785.0,1775.57,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,521140,Atendente de lojas e mercados,180,1670.27,1600.0,1676.0,1717.0,1704.17,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,521140,Atendente de lojas e mercados,1036,1936.79,1828.0,1900.0,2050.75,1981.2,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,521140,Atendente de lojas e mercados,309,2084.35,1978.0,2146.0,2146.0,2136.26,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,521140,Atendente de lojas e mercados,449,1609.94,1563.54,1621.0,1665.29,1645.75,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,521140,Atendente de lojas e mercados,804,1692.7,1635.87,1635.87,1750.0,1731.76,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,250,1614.53,1563.0,1621.0,1621.0,1652.18,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,109,1592.92,1518.0,1621.0,1621.0,1623.64,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,257,1640.64,1580.0,1621.0,1695.0,1676.76,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,521140,Atendente de lojas e mercados,592,1602.3,1593.9,1621.0,1621.0,1640.94,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,521140,Atendente de lojas e mercados,185,1630.93,1595.0,1621.0,1670.0,1664.36,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,521140,Atendente de lojas e mercados,66,1672.61,1606.0,1621.0,1725.0,1713.36,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,521140,Atendente de lojas e mercados,474,1854.35,1770.85,1800.0,1912.0,1893.74,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,521140,Atendente de lojas e mercados,80,1663.48,1621.0,1686.01,1706.5,1691.43,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,521140,Atendente de lojas e mercados,557,1648.68,1621.0,1651.8,1700.0,1686.74,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,521140,Atendente de lojas e mercados,89,1588.43,1518.0,1539.44,1621.0,1631.92,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,521140,Atendente de lojas e mercados,2978,1713.23,1621.0,1700.0,1800.68,1751.51,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,521140,Atendente de lojas e mercados,854,1630.5,1621.0,1625.09,1646.0,1668.5,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,521140,Atendente de lojas e mercados,156,1672.9,1665.59,1665.59,1665.76,1712.87,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,521140,Atendente de lojas e mercados,4963,1987.95,1804.0,1976.1,2107.45,2032.13,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,521140,Atendente de lojas e mercados,194,1646.97,1568.0,1675.0,1675.0,1680.14,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,521140,Atendente de lojas e mercados,269,1687.54,1616.6,1705.0,1709.25,1723.98,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,141510,Gerente de restaurante,7387,2982.41,2200.0,2700.0,3500.0,3047.78,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,141515,Gerente de bar,1404,2701.66,2000.0,2500.0,3000.0,2763.34,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,371410,Recreador,1188,1701.11,1621.0,1669.2,1750.0,1739.64,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,421125,Operador de caixa,14316,1800.91,1625.09,1733.45,1900.0,1842.83,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,513205,Cozinheiro geral,54113,2046.06,1738.0,1872.16,2234.0,2092.32,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,513405,Garçom,43378,1838.32,1651.8,1750.68,1978.0,1880.9,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,513415,Cumim,15978,1740.92,1639.44,1700.0,1804.0,1780.97,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,513420,Barman,9253,1861.38,1665.0,1771.0,1982.0,1903.69,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,513435,Atendente de lanchonete,125235,1745.78,1621.0,1688.53,1804.0,1784.52,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,113010,1828.51,1642.16,1787.0,1934.0,1869.5,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,514320,Faxineiro,31783,1756.19,1625.09,1703.0,1821.6,1796.57,44.0,False,202508-202607
CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,19178,1782.35,1621.0,1712.0,1850.0,1822.44,44.0,False,202508-202607
